customer_id,month,logins,active_seats,support_tickets,nps_score,plan_at_time
CUST0129,2024-07-01,9,6,1,32,Starter
CUST0129,2024-08-01,9,5,0,30,Starter
CUST0129,2024-09-01,11,5,0,93,Starter
CUST0129,2024-10-01,10,6,0,-5,Starter
CUST0129,2024-11-01,5,6,0,11,Starter
CUST0129,2024-12-01,8,6,0,29,Starter
CUST0129,2025-01-01,12,7,0,31,Starter
CUST0129,2025-02-01,13,6,0,37,Starter
CUST0129,2025-03-01,14,8,1,48,Starter
CUST0129,2025-04-01,5,5,0,33,Starter
CUST0129,2025-05-01,9,9,0,22,Starter
CUST0129,2025-06-01,9,5,0,26,Starter
CUST0129,2025-07-01,5,5,0,55,Starter
CUST0129,2025-08-01,6,4,0,45,Starter
CUST0129,2025-09-01,8,5,0,61,Starter
CUST0129,2025-10-01,8,8,0,50,Starter
CUST0129,2025-11-01,2,4,0,55,Starter
CUST0129,2025-12-01,9,8,0,42,Starter
CUST0130,2025-04-01,3,1,1,18,Starter
CUST0130,2025-05-01,11,1,0,26,Starter
CUST0130,2025-06-01,10,1,0,-9,Starter
CUST0130,2025-07-01,7,1,1,56,Starter
CUST0130,2025-08-01,7,1,0,67,Starter
CUST0130,2025-09-01,8,1,0,68,Starter
CUST0130,2025-10-01,28,1,1,-19,Growth
CUST0130,2025-11-01,15,1,0,11,Growth
CUST0130,2025-12-01,6,1,0,9,Growth
CUST0131,2024-06-01,10,37,1,-8,Starter
CUST0131,2024-07-01,3,29,2,5,Starter
CUST0132,2024-11-01,30,2,1,34,Enterprise
CUST0132,2024-12-01,45,2,1,29,Enterprise
CUST0132,2025-01-01,42,4,2,51,Enterprise
CUST0132,2025-02-01,49,2,1,47,Enterprise
CUST0132,2025-03-01,73,3,0,17,Enterprise
CUST0132,2025-04-01,54,3,0,24,Enterprise
CUST0132,2025-05-01,33,3,0,67,Enterprise
CUST0132,2025-06-01,44,4,1,18,Enterprise
CUST0132,2025-07-01,53,4,0,-5,Enterprise
CUST0132,2025-08-01,29,4,0,12,Enterprise
CUST0132,2025-09-01,48,3,1,59,Enterprise
CUST0132,2025-10-01,44,3,0,83,Enterprise
CUST0132,2025-11-01,56,2,1,19,Enterprise
CUST0132,2025-12-01,41,3,4,69,Enterprise
CUST0133,2025-02-01,16,1,0,0,Growth
CUST0133,2025-03-01,28,1,0,42,Growth
CUST0133,2025-04-01,19,1,0,74,Growth
CUST0133,2025-05-01,20,1,1,55,Growth
CUST0133,2025-06-01,17,1,0,42,Growth
CUST0133,2025-07-01,26,1,0,95,Growth
CUST0133,2025-08-01,46,1,0,26,Enterprise
CUST0133,2025-09-01,32,1,0,55,Enterprise
CUST0133,2025-10-01,20,1,0,25,Enterprise
CUST0133,2025-11-01,55,1,0,27,Enterprise
CUST0133,2025-12-01,48,1,1,94,Enterprise
CUST0134,2025-05-01,12,28,1,33,Growth
CUST0134,2025-06-01,16,21,1,45,Growth
CUST0134,2025-07-01,15,32,1,40,Growth
CUST0134,2025-08-01,7,32,0,36,Growth
CUST0134,2025-09-01,25,44,1,21,Growth
CUST0134,2025-10-01,30,39,0,0,Growth
CUST0134,2025-11-01,18,29,0,57,Growth
CUST0134,2025-12-01,43,34,2,12,Growth
CUST0135,2024-06-01,2,1,1,38,Starter
CUST0135,2024-07-01,8,1,0,27,Starter
CUST0135,2024-08-01,12,1,0,-15,Starter
CUST0136,2024-10-01,41,10,1,44,Enterprise
CUST0136,2024-11-01,54,11,0,47,Enterprise
CUST0136,2024-12-01,29,9,0,-1,Enterprise
CUST0136,2025-01-01,56,7,0,65,Enterprise
CUST0136,2025-02-01,35,12,0,86,Enterprise
CUST0136,2025-03-01,46,10,0,-7,Enterprise
CUST0136,2025-04-01,54,12,1,60,Enterprise
CUST0136,2025-05-01,79,16,1,59,Enterprise
CUST0136,2025-06-01,50,12,0,51,Enterprise
CUST0136,2025-07-01,68,8,1,60,Enterprise
CUST0136,2025-08-01,57,18,0,4,Enterprise
CUST0136,2025-09-01,75,11,0,17,Enterprise
CUST0136,2025-10-01,87,8,1,47,Enterprise
CUST0136,2025-11-01,47,12,2,34,Enterprise
CUST0136,2025-12-01,26,12,1,11,Enterprise
CUST0137,2024-09-01,71,21,1,59,Enterprise
CUST0137,2024-10-01,52,31,1,65,Enterprise
CUST0137,2024-11-01,51,27,0,43,Enterprise
CUST0137,2024-12-01,42,31,1,75,Enterprise
CUST0137,2025-01-01,84,28,0,41,Enterprise
CUST0137,2025-02-01,46,22,1,2,Enterprise
CUST0137,2025-03-01,36,44,1,20,Enterprise
CUST0137,2025-04-01,48,32,0,55,Enterprise
CUST0137,2025-05-01,27,46,0,24,Enterprise
CUST0137,2025-06-01,26,44,2,-4,Enterprise
CUST0137,2025-07-01,51,29,0,59,Enterprise
CUST0137,2025-08-01,45,44,0,28,Enterprise
CUST0137,2025-09-01,28,27,2,64,Enterprise
CUST0137,2025-10-01,52,34,0,100,Enterprise
CUST0137,2025-11-01,63,41,0,4,Enterprise
CUST0137,2025-12-01,23,47,0,30,Enterprise
CUST0138,2024-02-01,25,106,0,38,Growth
CUST0138,2024-03-01,26,188,0,51,Growth
CUST0138,2024-04-01,21,174,1,55,Growth
CUST0138,2024-05-01,18,126,0,91,Growth
CUST0138,2024-06-01,8,131,0,6,Growth
CUST0138,2024-07-01,27,145,0,25,Growth
CUST0138,2024-08-01,22,184,0,26,Growth
CUST0138,2024-09-01,16,76,1,9,Growth
CUST0138,2024-10-01,23,109,0,29,Growth
CUST0138,2024-11-01,31,110,0,60,Growth
CUST0138,2024-12-01,13,83,1,43,Growth
CUST0138,2025-01-01,21,191,0,20,Growth
CUST0138,2025-02-01,29,97,0,44,Growth
CUST0138,2025-03-01,14,150,0,20,Growth
CUST0138,2025-04-01,22,141,0,17,Growth
CUST0138,2025-05-01,15,76,0,12,Growth
CUST0138,2025-06-01,25,136,1,0,Growth
CUST0138,2025-07-01,10,129,0,-24,Growth
CUST0138,2025-08-01,29,177,1,9,Growth
CUST0138,2025-09-01,16,168,0,23,Growth
CUST0138,2025-10-01,15,94,1,-25,Growth
CUST0138,2025-11-01,30,144,2,38,Growth
CUST0138,2025-12-01,18,147,0,15,Growth
CUST0139,2024-11-01,22,15,0,20,Growth
CUST0139,2024-12-01,28,16,0,80,Growth
CUST0139,2025-01-01,14,10,1,-4,Growth
CUST0139,2025-02-01,27,13,0,87,Growth
CUST0139,2025-03-01,18,12,0,66,Growth
CUST0139,2025-04-01,14,17,0,40,Growth
CUST0139,2025-05-01,24,18,0,29,Growth
CUST0139,2025-06-01,21,10,0,16,Growth
CUST0139,2025-07-01,29,16,0,34,Growth
CUST0139,2025-08-01,21,9,0,-3,Growth
CUST0139,2025-09-01,12,16,0,35,Growth
CUST0139,2025-10-01,16,8,2,17,Growth
CUST0139,2025-11-01,9,16,0,41,Growth
CUST0139,2025-12-01,24,8,1,63,Growth
CUST0140,2025-02-01,47,79,0,34,Enterprise
CUST0140,2025-03-01,1,40,1,11,Enterprise
CUST0140,2025-04-01,75,39,2,29,Enterprise
CUST0140,2025-05-01,40,59,0,53,Enterprise
CUST0140,2025-06-01,45,71,2,37,Enterprise
CUST0140,2025-07-01,63,89,0,63,Enterprise
CUST0140,2025-08-01,48,93,0,-18,Enterprise
CUST0140,2025-09-01,45,75,1,84,Enterprise
CUST0140,2025-10-01,52,45,1,36,Enterprise
CUST0140,2025-11-01,51,43,0,-16,Enterprise
CUST0140,2025-12-01,51,41,1,51,Enterprise
CUST0141,2025-01-01,18,27,0,16,Growth
CUST0141,2025-02-01,20,46,0,35,Growth
CUST0141,2025-03-01,14,36,0,32,Growth
CUST0141,2025-04-01,20,27,1,29,Growth
CUST0141,2025-05-01,27,37,0,30,Growth
CUST0141,2025-06-01,14,34,0,55,Growth
CUST0141,2025-07-01,27,37,0,-22,Growth
CUST0141,2025-08-01,14,44,0,45,Growth
CUST0141,2025-09-01,18,44,0,39,Growth
CUST0142,2024-11-01,5,74,0,57,Starter
CUST0142,2024-12-01,12,56,0,20,Starter
CUST0142,2025-01-01,9,87,0,65,Starter
CUST0142,2025-02-01,8,89,0,56,Starter
CUST0142,2025-03-01,6,63,0,77,Starter
CUST0142,2025-04-01,11,56,0,71,Starter
CUST0142,2025-05-01,4,40,1,-8,Starter
CUST0143,2025-01-01,9,4,2,52,Starter
CUST0143,2025-02-01,13,8,0,-4,Starter
CUST0143,2025-03-01,16,5,1,46,Starter
CUST0143,2025-04-01,4,7,0,24,Starter
CUST0143,2025-05-01,7,5,0,31,Starter
CUST0143,2025-06-01,12,9,0,97,Starter
CUST0143,2025-07-01,4,7,0,1,Starter
CUST0143,2025-08-01,10,5,0,49,Starter
CUST0143,2025-09-01,10,7,0,38,Starter
CUST0143,2025-10-01,11,8,0,45,Starter
CUST0143,2025-11-01,9,5,0,11,Starter
CUST0143,2025-12-01,8,7,0,61,Starter
CUST0144,2025-02-01,22,1,0,90,Growth
CUST0144,2025-03-01,21,1,0,52,Growth
CUST0144,2025-04-01,21,1,1,-33,Growth
CUST0144,2025-05-01,11,1,0,41,Growth
CUST0144,2025-06-01,19,1,0,61,Growth
CUST0144,2025-07-01,24,1,0,46,Growth
CUST0144,2025-08-01,19,1,0,51,Growth
CUST0144,2025-09-01,21,1,0,4,Growth
CUST0144,2025-10-01,8,1,0,19,Growth
CUST0144,2025-11-01,13,1,1,56,Growth
CUST0144,2025-12-01,21,1,0,32,Growth
CUST0145,2024-05-01,48,44,1,42,Enterprise
CUST0145,2024-06-01,11,34,0,4,Enterprise
CUST0145,2024-07-01,56,20,0,-20,Enterprise
CUST0145,2024-08-01,57,26,0,13,Enterprise
CUST0145,2024-09-01,20,37,1,13,Enterprise
CUST0145,2024-10-01,58,32,2,37,Enterprise
CUST0145,2024-11-01,40,32,0,62,Enterprise
CUST0145,2024-12-01,53,40,1,48,Enterprise
CUST0145,2025-01-01,52,29,1,44,Enterprise
CUST0145,2025-02-01,68,27,1,86,Enterprise
CUST0145,2025-03-01,17,45,1,0,Enterprise
CUST0145,2025-04-01,69,41,0,75,Enterprise
CUST0145,2025-05-01,23,19,2,38,Enterprise
CUST0145,2025-06-01,42,42,0,69,Enterprise
CUST0145,2025-07-01,26,35,0,25,Enterprise
CUST0145,2025-08-01,40,39,3,30,Enterprise
CUST0145,2025-09-01,76,29,2,0,Enterprise
CUST0145,2025-10-01,65,31,1,71,Enterprise
CUST0145,2025-11-01,63,26,0,52,Enterprise
CUST0145,2025-12-01,55,28,0,18,Enterprise
CUST0146,2025-08-01,19,88,0,43,Growth
CUST0146,2025-09-01,22,93,0,47,Growth
CUST0146,2025-10-01,20,76,0,52,Growth
CUST0146,2025-11-01,21,85,0,46,Growth
CUST0146,2025-12-01,15,54,0,12,Growth
CUST0147,2025-03-01,22,2,0,30,Growth
CUST0147,2025-04-01,15,4,0,57,Growth
CUST0147,2025-05-01,19,2,0,75,Growth
CUST0147,2025-06-01,24,4,1,14,Growth
CUST0147,2025-07-01,17,4,0,29,Growth
CUST0147,2025-08-01,9,3,0,-7,Growth
CUST0147,2025-09-01,43,3,2,82,Enterprise
CUST0147,2025-10-01,34,4,0,74,Enterprise
CUST0147,2025-11-01,40,3,0,11,Enterprise
CUST0147,2025-12-01,52,3,0,37,Enterprise
CUST0148,2024-07-01,27,10,0,38,Growth
CUST0148,2024-08-01,20,12,0,36,Growth
CUST0148,2024-09-01,30,11,0,44,Growth
CUST0148,2024-10-01,28,16,2,60,Growth
CUST0148,2024-11-01,18,10,0,61,Growth
CUST0148,2024-12-01,9,12,0,17,Growth
CUST0149,2024-06-01,24,99,1,15,Growth
CUST0149,2024-07-01,21,91,0,58,Growth
CUST0149,2024-08-01,9,173,1,-8,Growth
CUST0149,2024-09-01,6,159,0,23,Growth
CUST0149,2024-10-01,6,162,0,9,Growth
CUST0149,2024-11-01,18,90,0,31,Growth
CUST0149,2024-12-01,10,98,0,20,Growth
CUST0149,2025-01-01,14,83,0,-38,Growth
CUST0149,2025-02-01,25,189,1,15,Growth
CUST0149,2025-03-01,35,117,1,3,Growth
CUST0149,2025-04-01,23,80,1,15,Growth
CUST0149,2025-05-01,18,175,0,35,Growth
CUST0149,2025-06-01,21,181,0,45,Growth
CUST0149,2025-07-01,11,112,0,2,Growth
CUST0149,2025-08-01,27,122,0,63,Growth
CUST0149,2025-09-01,17,118,2,46,Growth
CUST0149,2025-10-01,18,122,0,56,Growth
CUST0149,2025-11-01,9,170,0,23,Growth
CUST0149,2025-12-01,30,167,0,23,Growth
CUST0150,2024-07-01,11,5,0,47,Starter
CUST0150,2024-08-01,7,5,2,32,Starter
CUST0150,2024-09-01,11,9,0,34,Starter
CUST0150,2024-10-01,12,5,0,78,Starter
CUST0150,2024-11-01,6,7,0,36,Starter
CUST0150,2024-12-01,2,4,2,39,Starter
CUST0150,2025-01-01,12,8,0,59,Starter
CUST0150,2025-02-01,11,5,0,36,Starter
CUST0150,2025-03-01,4,9,0,17,Starter
CUST0150,2025-04-01,11,4,0,-23,Starter
CUST0150,2025-05-01,8,4,0,-2,Starter
CUST0150,2025-06-01,5,9,0,44,Starter
CUST0150,2025-07-01,12,7,0,41,Starter
CUST0150,2025-08-01,9,8,0,47,Starter
CUST0150,2025-09-01,6,3,0,52,Starter
CUST0150,2025-10-01,4,9,0,10,Starter
CUST0150,2025-11-01,11,6,2,50,Starter
CUST0150,2025-12-01,2,5,0,41,Starter
CUST0151,2025-01-01,7,1,0,50,Starter
CUST0151,2025-02-01,4,1,0,-33,Starter
CUST0151,2025-03-01,6,1,1,45,Starter
CUST0151,2025-04-01,6,1,0,14,Starter
CUST0151,2025-05-01,9,1,0,83,Starter
CUST0151,2025-06-01,6,1,0,16,Starter
CUST0151,2025-07-01,11,1,0,67,Starter
CUST0151,2025-08-01,2,1,0,-32,Starter
CUST0151,2025-09-01,5,1,1,36,Starter
CUST0151,2025-10-01,8,1,1,23,Starter
CUST0151,2025-11-01,8,1,0,48,Starter
CUST0151,2025-12-01,10,1,0,28,Starter
CUST0152,2025-04-01,13,2,0,66,Growth
CUST0152,2025-05-01,22,3,0,4,Growth
CUST0152,2025-06-01,30,2,0,50,Growth
CUST0152,2025-07-01,25,1,0,42,Growth
CUST0152,2025-08-01,14,4,0,44,Growth
CUST0152,2025-09-01,28,3,1,66,Growth
CUST0152,2025-10-01,17,4,0,80,Growth
CUST0152,2025-11-01,25,4,0,37,Growth
CUST0152,2025-12-01,29,3,0,57,Growth
CUST0153,2025-08-01,20,7,1,60,Growth
CUST0153,2025-09-01,24,7,0,67,Growth
CUST0153,2025-10-01,21,8,0,33,Growth
CUST0153,2025-11-01,27,5,1,24,Growth
CUST0153,2025-12-01,25,3,0,46,Growth
CUST0154,2024-08-01,38,10,0,33,Enterprise
CUST0154,2024-09-01,37,16,0,56,Enterprise
CUST0154,2024-10-01,48,15,1,51,Enterprise
CUST0154,2024-11-01,40,16,1,26,Enterprise
CUST0154,2024-12-01,43,16,1,32,Enterprise
CUST0154,2025-01-01,56,11,2,31,Enterprise
CUST0154,2025-02-01,38,15,0,27,Enterprise
CUST0154,2025-03-01,63,16,0,60,Enterprise
CUST0154,2025-04-01,41,10,0,23,Enterprise
CUST0154,2025-05-01,61,7,1,-2,Enterprise
CUST0154,2025-06-01,51,8,0,37,Enterprise
CUST0154,2025-07-01,70,11,0,55,Enterprise
CUST0154,2025-08-01,50,11,0,78,Enterprise
CUST0154,2025-09-01,67,13,0,81,Enterprise
CUST0154,2025-10-01,37,10,0,11,Enterprise
CUST0154,2025-11-01,18,7,1,-8,Enterprise
CUST0154,2025-12-01,47,9,1,3,Enterprise
CUST0155,2024-03-01,5,8,1,55,Starter
CUST0155,2024-04-01,9,5,0,52,Starter
CUST0155,2024-05-01,10,3,0,29,Starter
CUST0155,2024-06-01,6,9,0,22,Starter
CUST0155,2024-07-01,5,7,0,26,Starter
CUST0155,2024-08-01,6,5,0,22,Starter
CUST0156,2024-07-01,44,1,0,7,Enterprise
CUST0156,2024-08-01,59,1,2,28,Enterprise
CUST0156,2024-09-01,12,1,1,9,Enterprise
CUST0156,2024-10-01,27,1,0,19,Enterprise
CUST0156,2024-11-01,29,1,1,66,Enterprise
CUST0156,2024-12-01,49,1,1,29,Enterprise
CUST0156,2025-01-01,24,1,1,-8,Enterprise
CUST0156,2025-02-01,39,1,0,83,Enterprise
CUST0156,2025-03-01,73,1,0,25,Enterprise
CUST0156,2025-04-01,50,1,1,33,Enterprise
CUST0156,2025-05-01,14,1,1,43,Enterprise
CUST0157,2024-05-01,59,1,0,-5,Enterprise
CUST0157,2024-06-01,35,1,1,28,Enterprise
CUST0157,2024-07-01,40,1,2,44,Enterprise
CUST0157,2024-08-01,5,1,2,-6,Enterprise
CUST0157,2024-09-01,50,1,0,88,Enterprise
CUST0157,2024-10-01,29,1,0,21,Enterprise
CUST0158,2025-02-01,6,19,0,43,Starter
CUST0158,2025-03-01,5,17,0,53,Starter
CUST0158,2025-04-01,3,16,0,30,Starter
CUST0158,2025-05-01,9,17,0,88,Starter
CUST0159,2024-07-01,29,1,0,66,Enterprise
CUST0159,2024-08-01,43,1,0,32,Enterprise
CUST0159,2024-09-01,29,1,0,28,Enterprise
CUST0159,2024-10-01,38,1,0,3,Enterprise
CUST0159,2024-11-01,50,1,0,45,Enterprise
CUST0159,2024-12-01,54,1,2,52,Enterprise
CUST0159,2025-01-01,42,1,0,74,Enterprise
CUST0159,2025-02-01,41,1,1,44,Enterprise
CUST0159,2025-03-01,31,1,0,63,Enterprise
CUST0159,2025-04-01,48,1,1,55,Enterprise
CUST0159,2025-05-01,39,1,1,42,Enterprise
CUST0159,2025-06-01,28,1,2,41,Enterprise
CUST0159,2025-07-01,42,1,1,67,Enterprise
CUST0159,2025-08-01,21,1,2,34,Enterprise
CUST0159,2025-09-01,50,1,0,25,Enterprise
CUST0159,2025-10-01,50,1,0,-11,Enterprise
CUST0159,2025-11-01,64,1,0,39,Enterprise
CUST0159,2025-12-01,28,1,0,21,Enterprise
CUST0160,2024-06-01,9,1,1,82,Starter
CUST0160,2024-07-01,6,1,1,34,Starter
CUST0160,2024-08-01,7,1,0,55,Starter
CUST0160,2024-09-01,6,1,0,57,Starter
CUST0160,2024-10-01,6,1,0,0,Starter
CUST0160,2024-11-01,7,1,0,10,Starter
CUST0160,2024-12-01,6,1,0,39,Starter
CUST0160,2025-01-01,5,1,0,53,Starter
CUST0160,2025-02-01,6,1,1,49,Starter
CUST0160,2025-03-01,3,1,1,12,Starter
CUST0160,2025-04-01,7,1,1,40,Starter
CUST0161,2024-08-01,9,1,2,45,Starter
CUST0161,2024-09-01,4,1,1,31,Starter
CUST0161,2024-10-01,5,1,0,78,Starter
CUST0161,2024-11-01,4,1,1,8,Starter
CUST0161,2024-12-01,10,1,0,40,Starter
CUST0161,2025-01-01,7,1,0,0,Starter
CUST0161,2025-02-01,24,1,1,30,Growth
CUST0161,2025-03-01,25,1,0,24,Growth
CUST0161,2025-04-01,21,1,1,36,Growth
CUST0161,2025-05-01,25,1,0,58,Growth
CUST0161,2025-06-01,17,1,0,23,Growth
CUST0161,2025-07-01,21,1,0,35,Growth
CUST0161,2025-08-01,15,1,2,-1,Growth
CUST0161,2025-09-01,34,1,0,69,Growth
CUST0161,2025-10-01,14,1,1,54,Growth
CUST0161,2025-11-01,16,1,0,2,Growth
CUST0161,2025-12-01,29,1,0,27,Growth
CUST0162,2024-06-01,8,3,2,16,Starter
CUST0162,2024-07-01,4,3,1,44,Starter
CUST0162,2024-08-01,8,3,0,54,Starter
CUST0162,2024-09-01,8,4,0,54,Starter
CUST0162,2024-10-01,8,3,0,29,Starter
CUST0162,2024-11-01,2,3,0,7,Starter
CUST0162,2024-12-01,9,4,0,29,Starter
CUST0162,2025-01-01,8,4,0,27,Starter
CUST0162,2025-02-01,8,2,0,61,Starter
CUST0162,2025-03-01,3,3,0,-32,Starter
CUST0162,2025-04-01,9,2,0,48,Starter
CUST0162,2025-05-01,10,2,0,49,Starter
CUST0162,2025-06-01,9,3,0,23,Starter
CUST0162,2025-07-01,10,4,1,7,Starter
CUST0162,2025-08-01,7,2,0,59,Starter
CUST0162,2025-09-01,6,4,0,75,Starter
CUST0162,2025-10-01,7,4,1,96,Starter
CUST0162,2025-11-01,4,4,0,5,Starter
CUST0162,2025-12-01,8,4,0,97,Starter
CUST0163,2024-05-01,5,26,0,70,Starter
CUST0163,2024-06-01,6,36,0,47,Starter
CUST0163,2024-07-01,10,47,0,37,Starter
CUST0163,2024-08-01,4,38,0,-1,Starter
CUST0163,2024-09-01,3,33,0,33,Starter
CUST0163,2024-10-01,12,27,0,35,Starter
CUST0163,2024-11-01,14,23,0,59,Growth
CUST0163,2024-12-01,34,25,0,65,Growth
CUST0163,2025-01-01,22,41,0,5,Growth
CUST0163,2025-02-01,10,45,0,5,Growth
CUST0163,2025-03-01,20,36,0,32,Growth
CUST0163,2025-04-01,16,45,0,21,Growth
CUST0163,2025-05-01,18,40,0,45,Growth
CUST0163,2025-06-01,36,31,0,-2,Growth
CUST0163,2025-07-01,25,32,1,65,Growth
CUST0163,2025-08-01,11,28,1,-35,Growth
CUST0163,2025-09-01,27,25,0,46,Growth
CUST0163,2025-10-01,20,48,0,28,Growth
CUST0163,2025-11-01,0,39,0,-3,Growth
CUST0163,2025-12-01,18,20,0,77,Growth
CUST0164,2025-07-01,19,1,0,42,Growth
CUST0164,2025-08-01,14,1,0,36,Growth
CUST0164,2025-09-01,9,1,1,38,Growth
CUST0164,2025-10-01,24,1,0,50,Growth
CUST0164,2025-11-01,29,1,0,72,Growth
CUST0164,2025-12-01,20,1,0,31,Growth
CUST0165,2024-05-01,21,1,0,37,Growth
CUST0165,2024-06-01,17,1,0,44,Growth
CUST0165,2024-07-01,22,1,0,55,Growth
CUST0165,2024-08-01,30,1,0,47,Growth
CUST0165,2024-09-01,19,1,0,64,Growth
CUST0165,2024-10-01,14,1,0,-7,Growth
CUST0165,2024-11-01,9,1,0,22,Growth
CUST0165,2024-12-01,17,1,0,34,Growth
CUST0165,2025-01-01,14,1,0,70,Growth
CUST0165,2025-02-01,9,1,0,24,Growth
CUST0165,2025-03-01,20,1,0,78,Growth
CUST0165,2025-04-01,26,1,0,13,Growth
CUST0165,2025-05-01,24,1,0,51,Growth
CUST0165,2025-06-01,19,1,0,54,Growth
CUST0165,2025-07-01,15,1,0,42,Growth
CUST0165,2025-08-01,20,1,1,76,Growth
CUST0165,2025-09-01,20,1,0,11,Growth
CUST0165,2025-10-01,11,1,0,0,Growth
CUST0165,2025-11-01,22,1,0,53,Growth
CUST0165,2025-12-01,12,1,0,20,Growth
CUST0166,2025-02-01,2,1,1,7,Starter
CUST0166,2025-03-01,4,1,0,-2,Starter
CUST0166,2025-04-01,8,1,0,28,Starter
CUST0166,2025-05-01,10,1,1,-1,Starter
CUST0166,2025-06-01,4,1,1,13,Starter
CUST0166,2025-07-01,7,1,1,40,Starter
CUST0166,2025-08-01,15,1,0,56,Starter
CUST0166,2025-09-01,5,1,1,49,Starter
CUST0166,2025-10-01,8,1,1,70,Starter
CUST0166,2025-11-01,3,1,0,28,Starter
CUST0166,2025-12-01,5,1,0,33,Starter
CUST0167,2024-03-01,22,9,0,75,Growth
CUST0167,2024-04-01,22,5,1,37,Growth
CUST0167,2024-05-01,11,7,1,-28,Growth
CUST0167,2024-06-01,24,7,1,43,Growth
CUST0167,2024-07-01,26,5,1,14,Growth
CUST0167,2024-08-01,16,5,1,36,Growth
CUST0167,2024-09-01,21,4,0,42,Growth
CUST0167,2024-10-01,20,7,0,47,Growth
CUST0167,2024-11-01,22,3,1,29,Growth
CUST0167,2024-12-01,16,6,0,19,Growth
CUST0167,2025-01-01,16,8,2,20,Growth
CUST0167,2025-02-01,15,4,0,79,Growth
CUST0167,2025-03-01,25,7,0,70,Growth
CUST0167,2025-04-01,12,5,0,-25,Growth
CUST0167,2025-05-01,14,4,1,19,Growth
CUST0167,2025-06-01,24,6,0,57,Growth
CUST0167,2025-07-01,15,8,0,18,Growth
CUST0167,2025-08-01,17,4,1,78,Growth
CUST0167,2025-09-01,21,8,1,53,Growth
CUST0167,2025-10-01,12,6,1,0,Growth
CUST0167,2025-11-01,25,9,0,76,Growth
CUST0167,2025-12-01,20,6,0,39,Growth
CUST0168,2024-12-01,8,1,0,50,Starter
CUST0168,2025-01-01,10,1,0,35,Starter
CUST0168,2025-02-01,8,1,0,27,Starter
CUST0168,2025-03-01,6,1,0,18,Starter
CUST0168,2025-04-01,6,1,0,16,Starter
CUST0168,2025-05-01,10,1,0,55,Starter
CUST0168,2025-06-01,7,1,0,45,Starter
CUST0168,2025-07-01,5,1,0,38,Starter
CUST0168,2025-08-01,11,1,0,67,Starter
CUST0168,2025-09-01,12,1,0,61,Starter
CUST0168,2025-10-01,8,1,1,56,Starter
CUST0168,2025-11-01,8,1,1,43,Starter
CUST0168,2025-12-01,6,1,2,46,Starter
CUST0169,2025-07-01,5,2,0,-16,Starter
CUST0169,2025-08-01,10,2,1,57,Starter
CUST0169,2025-09-01,9,2,0,56,Starter
CUST0169,2025-10-01,5,4,0,47,Starter
CUST0169,2025-11-01,10,3,0,25,Starter
CUST0169,2025-12-01,13,3,0,35,Starter
CUST0170,2024-05-01,3,6,0,5,Starter
CUST0170,2024-06-01,11,7,2,17,Starter
CUST0170,2024-07-01,5,9,0,49,Starter
CUST0170,2024-08-01,5,8,2,13,Starter
CUST0170,2024-09-01,5,5,1,38,Starter
CUST0170,2024-10-01,12,3,0,84,Starter
CUST0170,2024-11-01,8,5,0,30,Starter
CUST0170,2024-12-01,11,8,0,67,Starter
CUST0171,2024-05-01,10,9,0,10,Starter
CUST0171,2024-06-01,7,4,0,35,Starter
CUST0171,2024-07-01,10,4,0,-5,Starter
CUST0171,2024-08-01,6,5,0,40,Starter
CUST0171,2024-09-01,7,8,0,81,Starter
CUST0171,2024-10-01,10,7,0,65,Starter
CUST0171,2024-11-01,6,8,0,44,Starter
CUST0171,2024-12-01,5,4,0,19,Starter
CUST0171,2025-01-01,10,8,1,63,Starter
CUST0171,2025-02-01,10,6,0,60,Starter
CUST0171,2025-03-01,8,7,0,22,Starter
CUST0171,2025-04-01,13,7,0,74,Starter
CUST0171,2025-05-01,8,8,0,46,Starter
CUST0171,2025-06-01,7,9,0,-2,Starter
CUST0171,2025-07-01,7,8,0,52,Starter
CUST0171,2025-08-01,6,6,0,32,Starter
CUST0171,2025-09-01,7,7,0,43,Starter
CUST0171,2025-10-01,7,8,0,19,Starter
CUST0171,2025-11-01,8,9,1,46,Starter
CUST0172,2024-08-01,11,5,0,67,Starter
CUST0172,2024-09-01,3,4,0,-29,Starter
CUST0172,2024-10-01,7,7,1,62,Starter
CUST0172,2024-11-01,12,6,0,33,Starter
CUST0172,2024-12-01,9,4,1,32,Starter
CUST0172,2025-01-01,7,4,0,43,Starter
CUST0172,2025-02-01,6,8,0,32,Starter
CUST0172,2025-03-01,9,5,0,9,Starter
CUST0172,2025-04-01,13,7,1,54,Starter
CUST0172,2025-05-01,8,5,0,59,Starter
CUST0172,2025-06-01,12,4,0,-21,Starter
CUST0172,2025-07-01,5,4,1,90,Starter
CUST0172,2025-08-01,7,9,0,46,Starter
CUST0173,2024-03-01,8,1,0,9,Growth
CUST0173,2024-04-01,22,1,0,52,Growth
CUST0173,2024-05-01,16,1,0,90,Growth
CUST0173,2024-06-01,18,1,0,43,Growth
CUST0173,2024-07-01,17,1,1,21,Growth
CUST0173,2024-08-01,12,1,0,27,Growth
CUST0173,2024-09-01,19,1,0,21,Enterprise
CUST0173,2024-10-01,2,1,1,26,Enterprise
CUST0174,2024-04-01,21,1,1,18,Growth
CUST0174,2024-05-01,18,1,0,10,Growth
CUST0174,2024-06-01,7,1,0,5,Growth
