payment_id,customer_id,month,amount,status
PAY001889,CUST0162,2024-12-01,29,paid
PAY001890,CUST0162,2025-01-01,29,paid
PAY001891,CUST0162,2025-02-01,29,paid
PAY001892,CUST0162,2025-03-01,29,paid
PAY001893,CUST0162,2025-04-01,29,paid
PAY001894,CUST0162,2025-05-01,29,paid
PAY001895,CUST0162,2025-06-01,29,failed
PAY001896,CUST0162,2025-07-01,29,paid
PAY001897,CUST0162,2025-08-01,29,paid
PAY001898,CUST0162,2025-09-01,29,paid
PAY001899,CUST0162,2025-10-01,29,paid
PAY001900,CUST0162,2025-11-01,29,paid
PAY001901,CUST0162,2025-12-01,29,paid
PAY001902,CUST0163,2024-05-01,29,paid
PAY001903,CUST0163,2024-06-01,29,paid
PAY001904,CUST0163,2024-07-01,29,paid
PAY001905,CUST0163,2024-08-01,29,paid
PAY001906,CUST0163,2024-09-01,29,paid
PAY001907,CUST0163,2024-10-01,29,paid
PAY001908,CUST0163,2024-11-01,99,paid
PAY001909,CUST0163,2024-12-01,99,paid
PAY001910,CUST0163,2025-01-01,99,paid
PAY001911,CUST0163,2025-02-01,99,paid
PAY001912,CUST0163,2025-03-01,99,paid
PAY001913,CUST0163,2025-04-01,99,paid
PAY001914,CUST0163,2025-05-01,99,paid
PAY001915,CUST0163,2025-06-01,99,paid
PAY001916,CUST0163,2025-07-01,99,paid
PAY001917,CUST0163,2025-08-01,99,paid
PAY001918,CUST0163,2025-09-01,99,paid
PAY001919,CUST0163,2025-10-01,99,paid
PAY001920,CUST0163,2025-11-01,99,paid
PAY001921,CUST0163,2025-12-01,99,paid
PAY001922,CUST0164,2025-07-01,99,paid
PAY001923,CUST0164,2025-08-01,99,paid
PAY001924,CUST0164,2025-09-01,99,paid
PAY001925,CUST0164,2025-10-01,99,paid
PAY001926,CUST0164,2025-11-01,99,paid
PAY001927,CUST0164,2025-12-01,99,paid
PAY001928,CUST0165,2024-05-01,99,paid
PAY001929,CUST0165,2024-06-01,99,paid
PAY001930,CUST0165,2024-07-01,99,paid
PAY001931,CUST0165,2024-08-01,99,paid
PAY001932,CUST0165,2024-09-01,99,paid
PAY001933,CUST0165,2024-10-01,99,paid
PAY001934,CUST0165,2024-11-01,99,paid
PAY001935,CUST0165,2024-12-01,99,paid
PAY001936,CUST0165,2025-01-01,99,paid
PAY001937,CUST0165,2025-02-01,99,paid
PAY001938,CUST0165,2025-03-01,99,paid
PAY001939,CUST0165,2025-04-01,99,paid
PAY001940,CUST0165,2025-05-01,99,paid
PAY001941,CUST0165,2025-06-01,99,paid
PAY001942,CUST0165,2025-07-01,99,paid
PAY001943,CUST0165,2025-08-01,99,paid
PAY001944,CUST0165,2025-09-01,99,paid
PAY001945,CUST0165,2025-10-01,99,paid
PAY001946,CUST0165,2025-11-01,99,paid
PAY001947,CUST0165,2025-12-01,99,paid
PAY001948,CUST0166,2025-02-01,29,paid
PAY001949,CUST0166,2025-03-01,29,paid
PAY001950,CUST0166,2025-04-01,29,paid
PAY001951,CUST0166,2025-05-01,29,paid
PAY001952,CUST0166,2025-06-01,29,paid
PAY001953,CUST0166,2025-07-01,29,paid
PAY001954,CUST0166,2025-08-01,29,paid
PAY001955,CUST0166,2025-09-01,29,paid
PAY001956,CUST0166,2025-10-01,29,paid
PAY001957,CUST0166,2025-11-01,29,paid
PAY001958,CUST0166,2025-12-01,29,paid
PAY001959,CUST0167,2024-03-01,99,paid
PAY001960,CUST0167,2024-04-01,99,paid
PAY001961,CUST0167,2024-05-01,99,paid
PAY001962,CUST0167,2024-06-01,99,paid
PAY001963,CUST0167,2024-07-01,99,paid
PAY001964,CUST0167,2024-08-01,99,paid
PAY001965,CUST0167,2024-09-01,99,paid
PAY001966,CUST0167,2024-10-01,99,paid
PAY001967,CUST0167,2024-11-01,99,paid
PAY001968,CUST0167,2024-12-01,99,paid
PAY001969,CUST0167,2025-01-01,99,paid
PAY001970,CUST0167,2025-02-01,99,paid
PAY001971,CUST0167,2025-03-01,99,paid
PAY001972,CUST0167,2025-04-01,99,paid
PAY001973,CUST0167,2025-05-01,99,paid
PAY001974,CUST0167,2025-06-01,99,paid
PAY001975,CUST0167,2025-07-01,99,paid
PAY001976,CUST0167,2025-08-01,99,paid
PAY001977,CUST0167,2025-09-01,99,paid
PAY001978,CUST0167,2025-10-01,99,paid
PAY001979,CUST0167,2025-11-01,99,paid
PAY001980,CUST0167,2025-12-01,99,paid
PAY001981,CUST0168,2024-12-01,29,paid
PAY001982,CUST0168,2025-01-01,29,paid
PAY001983,CUST0168,2025-02-01,29,paid
PAY001984,CUST0168,2025-03-01,29,paid
PAY001985,CUST0168,2025-04-01,29,paid
PAY001986,CUST0168,2025-05-01,29,paid
PAY001987,CUST0168,2025-06-01,29,paid
PAY001988,CUST0168,2025-07-01,29,paid
PAY001989,CUST0168,2025-08-01,29,paid
PAY001990,CUST0168,2025-09-01,29,paid
PAY001991,CUST0168,2025-10-01,29,paid
PAY001992,CUST0168,2025-11-01,29,paid
PAY001993,CUST0168,2025-12-01,29,paid
PAY001994,CUST0169,2025-07-01,29,paid
PAY001995,CUST0169,2025-08-01,29,paid
PAY001996,CUST0169,2025-09-01,29,paid
PAY001997,CUST0169,2025-10-01,29,paid
PAY001998,CUST0169,2025-11-01,29,paid
PAY001999,CUST0169,2025-12-01,29,paid
PAY002000,CUST0170,2024-05-01,29,paid
PAY002001,CUST0170,2024-06-01,29,paid
PAY002002,CUST0170,2024-07-01,29,paid
PAY002003,CUST0170,2024-08-01,29,paid
PAY002004,CUST0170,2024-09-01,29,paid
PAY002005,CUST0170,2024-10-01,29,paid
PAY002006,CUST0170,2024-11-01,29,paid
PAY002007,CUST0170,2024-12-01,29,paid
PAY002008,CUST0171,2024-05-01,29,paid
PAY002009,CUST0171,2024-06-01,29,paid
PAY002010,CUST0171,2024-07-01,29,paid
PAY002011,CUST0171,2024-08-01,29,paid
PAY002012,CUST0171,2024-09-01,29,paid
PAY002013,CUST0171,2024-10-01,29,paid
PAY002014,CUST0171,2024-11-01,29,paid
PAY002015,CUST0171,2024-12-01,29,paid
PAY002016,CUST0171,2025-01-01,29,paid
PAY002017,CUST0171,2025-02-01,29,paid
PAY002018,CUST0171,2025-03-01,29,paid
PAY002019,CUST0171,2025-04-01,29,paid
PAY002020,CUST0171,2025-05-01,29,paid
PAY002021,CUST0171,2025-06-01,29,paid
PAY002022,CUST0171,2025-07-01,29,paid
PAY002023,CUST0171,2025-08-01,29,paid
PAY002024,CUST0171,2025-09-01,29,paid
PAY002025,CUST0171,2025-10-01,29,paid
PAY002026,CUST0171,2025-11-01,29,paid
PAY002027,CUST0172,2024-08-01,29,paid
PAY002028,CUST0172,2024-09-01,29,paid
PAY002029,CUST0172,2024-10-01,29,paid
PAY002030,CUST0172,2024-11-01,29,paid
PAY002031,CUST0172,2024-12-01,29,paid
PAY002032,CUST0172,2025-01-01,29,paid
PAY002033,CUST0172,2025-02-01,29,paid
PAY002034,CUST0172,2025-03-01,29,paid
PAY002035,CUST0172,2025-04-01,29,paid
PAY002036,CUST0172,2025-05-01,29,paid
PAY002037,CUST0172,2025-06-01,29,paid
PAY002038,CUST0172,2025-07-01,29,paid
PAY002039,CUST0172,2025-08-01,29,paid
PAY002040,CUST0173,2024-03-01,99,paid
PAY002041,CUST0173,2024-04-01,99,paid
PAY002042,CUST0173,2024-05-01,99,paid
PAY002043,CUST0173,2024-06-01,99,paid
PAY002044,CUST0173,2024-07-01,99,paid
PAY002045,CUST0173,2024-08-01,99,paid
PAY002046,CUST0173,2024-09-01,299,paid
PAY002047,CUST0173,2024-10-01,299,paid
PAY002048,CUST0174,2024-04-01,99,paid
PAY002049,CUST0174,2024-05-01,99,paid
PAY002050,CUST0174,2024-06-01,99,paid
PAY002051,CUST0174,2024-07-01,99,paid
PAY002052,CUST0174,2024-08-01,99,paid
PAY002053,CUST0174,2024-09-01,99,paid
PAY002054,CUST0174,2024-10-01,99,paid
PAY002055,CUST0174,2024-11-01,99,paid
PAY002056,CUST0174,2024-12-01,99,paid
PAY002057,CUST0174,2025-01-01,99,paid
PAY002058,CUST0174,2025-02-01,99,paid
PAY002059,CUST0174,2025-03-01,99,paid
PAY002060,CUST0174,2025-04-01,99,paid
PAY002061,CUST0174,2025-05-01,99,paid
PAY002062,CUST0174,2025-06-01,99,paid
PAY002063,CUST0174,2025-07-01,99,paid
PAY002064,CUST0174,2025-08-01,99,paid
PAY002065,CUST0174,2025-09-01,99,paid
PAY002066,CUST0174,2025-10-01,99,paid
PAY002067,CUST0174,2025-11-01,99,paid
PAY002068,CUST0174,2025-12-01,99,paid
PAY002069,CUST0175,2025-10-01,29,paid
PAY002070,CUST0175,2025-11-01,29,paid
PAY002071,CUST0175,2025-12-01,29,paid
PAY002072,CUST0176,2025-03-01,299,failed
PAY002073,CUST0176,2025-04-01,299,paid
PAY002074,CUST0176,2025-05-01,299,paid
PAY002075,CUST0176,2025-06-01,299,paid
PAY002076,CUST0176,2025-07-01,299,paid
PAY002077,CUST0176,2025-08-01,299,paid
PAY002078,CUST0176,2025-09-01,299,paid
PAY002079,CUST0176,2025-10-01,299,paid
PAY002080,CUST0176,2025-11-01,299,paid
PAY002081,CUST0176,2025-12-01,299,paid
PAY002082,CUST0177,2024-04-01,99,paid
PAY002083,CUST0177,2024-05-01,99,paid
PAY002084,CUST0177,2024-06-01,99,paid
PAY002085,CUST0177,2024-07-01,99,paid
PAY002086,CUST0177,2024-08-01,99,paid
PAY002087,CUST0177,2024-09-01,99,paid
PAY002088,CUST0177,2024-10-01,299,paid
PAY002089,CUST0177,2024-11-01,299,paid
PAY002090,CUST0177,2024-12-01,299,paid
PAY002091,CUST0177,2025-01-01,299,paid
PAY002092,CUST0177,2025-02-01,299,paid
PAY002093,CUST0177,2025-03-01,299,paid
PAY002094,CUST0177,2025-04-01,299,paid
PAY002095,CUST0177,2025-05-01,299,paid
PAY002096,CUST0177,2025-06-01,299,paid
PAY002097,CUST0177,2025-07-01,299,paid
PAY002098,CUST0177,2025-08-01,299,paid
PAY002099,CUST0177,2025-09-01,299,paid
PAY002100,CUST0177,2025-10-01,299,paid
PAY002101,CUST0177,2025-11-01,299,paid
PAY002102,CUST0177,2025-12-01,299,paid
PAY002103,CUST0178,2025-05-01,29,paid
PAY002104,CUST0178,2025-06-01,29,paid
PAY002105,CUST0178,2025-07-01,29,failed
PAY002106,CUST0178,2025-08-01,29,paid
PAY002107,CUST0178,2025-09-01,29,paid
PAY002108,CUST0178,2025-10-01,29,paid
PAY002109,CUST0178,2025-11-01,29,paid
PAY002110,CUST0178,2025-12-01,29,paid
PAY002111,CUST0179,2024-07-01,29,paid
PAY002112,CUST0179,2024-08-01,29,paid
PAY002113,CUST0180,2024-12-01,29,paid
PAY002114,CUST0180,2025-01-01,29,paid
PAY002115,CUST0180,2025-02-01,29,paid
PAY002116,CUST0180,2025-03-01,29,paid
PAY002117,CUST0180,2025-04-01,29,paid
PAY002118,CUST0180,2025-05-01,29,paid
PAY002119,CUST0180,2025-06-01,29,paid
PAY002120,CUST0180,2025-07-01,29,paid
PAY002121,CUST0180,2025-08-01,29,paid
PAY002122,CUST0180,2025-09-01,29,paid
PAY002123,CUST0180,2025-10-01,29,paid
PAY002124,CUST0180,2025-11-01,29,paid
PAY002125,CUST0180,2025-12-01,29,paid
PAY002126,CUST0181,2024-09-01,29,paid
PAY002127,CUST0181,2024-10-01,29,paid
PAY002128,CUST0181,2024-11-01,29,paid
PAY002129,CUST0181,2024-12-01,29,paid
PAY002130,CUST0181,2025-01-01,29,paid
PAY002131,CUST0181,2025-02-01,29,paid
PAY002132,CUST0181,2025-03-01,29,paid
PAY002133,CUST0181,2025-04-01,29,paid
PAY002134,CUST0181,2025-05-01,29,paid
PAY002135,CUST0181,2025-06-01,29,paid
PAY002136,CUST0181,2025-07-01,29,paid
PAY002137,CUST0181,2025-08-01,29,paid
PAY002138,CUST0181,2025-09-01,29,paid
PAY002139,CUST0181,2025-10-01,29,paid
PAY002140,CUST0181,2025-11-01,29,paid
PAY002141,CUST0181,2025-12-01,29,paid
PAY002142,CUST0182,2025-03-01,29,paid
PAY002143,CUST0182,2025-04-01,29,paid
PAY002144,CUST0182,2025-05-01,29,paid
PAY002145,CUST0182,2025-06-01,29,paid
PAY002146,CUST0182,2025-07-01,29,paid
PAY002147,CUST0182,2025-08-01,29,paid
PAY002148,CUST0182,2025-09-01,29,paid
PAY002149,CUST0182,2025-10-01,29,paid
PAY002150,CUST0182,2025-11-01,29,paid
PAY002151,CUST0182,2025-12-01,29,paid
PAY002152,CUST0183,2024-12-01,299,paid
PAY002153,CUST0183,2025-01-01,299,paid
PAY002154,CUST0183,2025-02-01,299,paid
PAY002155,CUST0183,2025-03-01,299,paid
PAY002156,CUST0183,2025-04-01,299,paid
PAY002157,CUST0183,2025-05-01,299,paid
PAY002158,CUST0183,2025-06-01,299,paid
PAY002159,CUST0183,2025-07-01,299,paid
PAY002160,CUST0183,2025-08-01,299,paid
PAY002161,CUST0183,2025-09-01,299,paid
PAY002162,CUST0183,2025-10-01,299,paid
PAY002163,CUST0183,2025-11-01,299,paid
PAY002164,CUST0183,2025-12-01,299,paid
PAY002165,CUST0184,2024-08-01,99,paid
PAY002166,CUST0184,2024-09-01,99,paid
PAY002167,CUST0184,2024-10-01,99,failed
PAY002168,CUST0184,2024-11-01,99,failed
PAY002169,CUST0184,2024-12-01,99,paid
PAY002170,CUST0184,2025-01-01,99,paid
PAY002171,CUST0184,2025-02-01,99,paid
PAY002172,CUST0184,2025-03-01,99,paid
PAY002173,CUST0184,2025-04-01,99,paid
PAY002174,CUST0184,2025-05-01,99,paid
PAY002175,CUST0184,2025-06-01,99,paid
PAY002176,CUST0184,2025-07-01,99,paid
PAY002177,CUST0184,2025-08-01,99,paid
PAY002178,CUST0184,2025-09-01,99,paid
PAY002179,CUST0184,2025-10-01,99,paid
PAY002180,CUST0184,2025-11-01,99,paid
PAY002181,CUST0184,2025-12-01,99,paid
PAY002182,CUST0185,2025-04-01,29,paid
PAY002183,CUST0185,2025-05-01,29,paid
PAY002184,CUST0185,2025-06-01,29,paid
PAY002185,CUST0185,2025-07-01,29,paid
PAY002186,CUST0185,2025-08-01,29,failed
PAY002187,CUST0185,2025-09-01,29,paid
PAY002188,CUST0185,2025-10-01,29,paid
PAY002189,CUST0185,2025-11-01,29,paid
PAY002190,CUST0185,2025-12-01,29,paid
PAY002191,CUST0186,2024-05-01,299,paid
PAY002192,CUST0186,2024-06-01,299,paid
PAY002193,CUST0186,2024-07-01,299,paid
PAY002194,CUST0186,2024-08-01,299,paid
PAY002195,CUST0186,2024-09-01,299,paid
PAY002196,CUST0186,2024-10-01,299,paid
PAY002197,CUST0186,2024-11-01,299,paid
PAY002198,CUST0186,2024-12-01,299,failed
PAY002199,CUST0186,2025-01-01,299,paid
PAY002200,CUST0186,2025-02-01,299,paid
PAY002201,CUST0186,2025-03-01,299,paid
PAY002202,CUST0186,2025-04-01,299,paid
PAY002203,CUST0186,2025-05-01,299,paid
PAY002204,CUST0186,2025-06-01,299,paid
PAY002205,CUST0186,2025-07-01,299,paid
PAY002206,CUST0186,2025-08-01,299,paid
PAY002207,CUST0186,2025-09-01,299,paid
PAY002208,CUST0186,2025-10-01,299,paid
PAY002209,CUST0186,2025-11-01,299,paid
PAY002210,CUST0186,2025-12-01,299,paid
PAY002211,CUST0187,2025-04-01,99,paid
PAY002212,CUST0187,2025-05-01,99,paid
PAY002213,CUST0187,2025-06-01,99,paid
PAY002214,CUST0187,2025-07-01,99,paid
PAY002215,CUST0187,2025-08-01,99,paid
PAY002216,CUST0187,2025-09-01,99,paid
PAY002217,CUST0187,2025-10-01,299,paid
PAY002218,CUST0187,2025-11-01,299,paid
PAY002219,CUST0187,2025-12-01,299,paid
PAY002220,CUST0188,2025-06-01,29,paid
PAY002221,CUST0188,2025-07-01,29,paid
PAY002222,CUST0188,2025-08-01,29,paid
PAY002223,CUST0188,2025-09-01,29,paid
PAY002224,CUST0188,2025-10-01,29,paid
PAY002225,CUST0188,2025-11-01,29,paid
PAY002226,CUST0188,2025-12-01,29,paid
PAY002227,CUST0189,2024-11-01,99,paid
PAY002228,CUST0189,2024-12-01,99,paid
PAY002229,CUST0189,2025-01-01,99,paid
PAY002230,CUST0189,2025-02-01,99,paid
PAY002231,CUST0189,2025-03-01,99,paid
PAY002232,CUST0189,2025-04-01,99,paid
PAY002233,CUST0189,2025-05-01,99,paid
PAY002234,CUST0189,2025-06-01,99,paid
PAY002235,CUST0189,2025-07-01,99,paid
PAY002236,CUST0189,2025-08-01,99,paid
PAY002237,CUST0189,2025-09-01,99,paid
PAY002238,CUST0189,2025-10-01,99,paid
PAY002239,CUST0189,2025-11-01,99,paid
PAY002240,CUST0189,2025-12-01,99,paid
PAY002241,CUST0190,2024-12-01,29,paid
PAY002242,CUST0190,2025-01-01,29,paid
PAY002243,CUST0190,2025-02-01,29,paid
PAY002244,CUST0190,2025-03-01,29,paid
PAY002245,CUST0190,2025-04-01,29,paid
PAY002246,CUST0190,2025-05-01,29,failed
PAY002247,CUST0190,2025-06-01,29,paid
PAY002248,CUST0190,2025-07-01,29,paid
PAY002249,CUST0190,2025-08-01,29,paid
PAY002250,CUST0190,2025-09-01,29,paid
PAY002251,CUST0190,2025-10-01,29,paid
PAY002252,CUST0190,2025-11-01,29,paid
PAY002253,CUST0190,2025-12-01,29,paid
PAY002254,CUST0191,2024-04-01,29,paid
PAY002255,CUST0191,2024-05-01,29,paid
PAY002256,CUST0191,2024-06-01,29,paid
PAY002257,CUST0191,2024-07-01,29,paid
PAY002258,CUST0191,2024-08-01,29,paid
PAY002259,CUST0191,2024-09-01,29,paid
PAY002260,CUST0191,2024-10-01,29,paid
PAY002261,CUST0191,2024-11-01,29,paid
PAY002262,CUST0191,2024-12-01,29,paid
PAY002263,CUST0191,2025-01-01,29,paid
PAY002264,CUST0191,2025-02-01,29,paid
PAY002265,CUST0191,2025-03-01,29,paid
PAY002266,CUST0191,2025-04-01,29,paid
PAY002267,CUST0191,2025-05-01,29,paid
PAY002268,CUST0191,2025-06-01,29,paid
PAY002269,CUST0191,2025-07-01,29,paid
PAY002270,CUST0191,2025-08-01,29,paid
PAY002271,CUST0191,2025-09-01,29,paid
PAY002272,CUST0191,2025-10-01,29,paid
PAY002273,CUST0191,2025-11-01,29,paid
PAY002274,CUST0191,2025-12-01,29,paid
PAY002275,CUST0192,2025-10-01,299,paid
PAY002276,CUST0192,2025-11-01,299,paid
PAY002277,CUST0192,2025-12-01,299,paid
PAY002278,CUST0193,2024-05-01,99,paid
PAY002279,CUST0193,2024-06-01,99,paid
PAY002280,CUST0193,2024-07-01,99,paid
PAY002281,CUST0193,2024-08-01,99,paid
PAY002282,CUST0193,2024-09-01,99,paid
PAY002283,CUST0193,2024-10-01,99,paid
PAY002284,CUST0194,2024-09-01,299,paid
PAY002285,CUST0194,2024-10-01,299,paid
PAY002286,CUST0194,2024-11-01,299,paid
PAY002287,CUST0194,2024-12-01,299,paid
PAY002288,CUST0194,2025-01-01,299,paid
PAY002289,CUST0194,2025-02-01,299,paid
PAY002290,CUST0194,2025-03-01,299,paid
PAY002291,CUST0194,2025-04-01,299,paid
PAY002292,CUST0194,2025-05-01,299,paid
PAY002293,CUST0195,2025-06-01,29,paid
PAY002294,CUST0195,2025-07-01,29,paid
PAY002295,CUST0195,2025-08-01,29,paid
PAY002296,CUST0195,2025-09-01,29,paid
PAY002297,CUST0195,2025-10-01,29,paid
PAY002298,CUST0195,2025-11-01,29,paid
PAY002299,CUST0195,2025-12-01,29,paid
PAY002300,CUST0196,2024-06-01,99,paid
PAY002301,CUST0196,2024-07-01,99,paid
PAY002302,CUST0196,2024-08-01,99,paid
PAY002303,CUST0196,2024-09-01,99,paid
PAY002304,CUST0196,2024-10-01,99,paid
PAY002305,CUST0196,2024-11-01,99,paid
PAY002306,CUST0196,2024-12-01,99,paid
PAY002307,CUST0196,2025-01-01,99,paid
PAY002308,CUST0196,2025-02-01,99,paid
PAY002309,CUST0196,2025-03-01,99,paid
PAY002310,CUST0196,2025-04-01,99,paid
PAY002311,CUST0196,2025-05-01,99,paid
PAY002312,CUST0196,2025-06-01,99,paid
PAY002313,CUST0196,2025-07-01,99,paid
PAY002314,CUST0196,2025-08-01,99,paid
PAY002315,CUST0196,2025-09-01,99,paid
PAY002316,CUST0196,2025-10-01,99,paid
PAY002317,CUST0196,2025-11-01,99,paid
PAY002318,CUST0196,2025-12-01,99,paid
PAY002319,CUST0197,2024-10-01,299,paid
PAY002320,CUST0197,2024-11-01,299,paid
PAY002321,CUST0197,2024-12-01,299,paid
PAY002322,CUST0197,2025-01-01,299,paid
PAY002323,CUST0197,2025-02-01,299,paid
PAY002324,CUST0197,2025-03-01,299,paid
PAY002325,CUST0197,2025-04-01,299,paid
PAY002326,CUST0197,2025-05-01,299,paid
PAY002327,CUST0197,2025-06-01,299,paid
PAY002328,CUST0197,2025-07-01,299,paid
PAY002329,CUST0197,2025-08-01,299,paid
PAY002330,CUST0197,2025-09-01,299,failed
PAY002331,CUST0197,2025-10-01,299,paid
PAY002332,CUST0197,2025-11-01,299,paid
PAY002333,CUST0197,2025-12-01,299,paid
PAY002334,CUST0198,2024-05-01,299,paid
PAY002335,CUST0198,2024-06-01,299,paid
PAY002336,CUST0198,2024-07-01,299,paid
PAY002337,CUST0198,2024-08-01,299,paid
PAY002338,CUST0198,2024-09-01,299,paid
PAY002339,CUST0198,2024-10-01,299,paid
PAY002340,CUST0198,2024-11-01,299,paid
PAY002341,CUST0198,2024-12-01,299,paid
PAY002342,CUST0198,2025-01-01,299,paid
PAY002343,CUST0198,2025-02-01,299,paid
PAY002344,CUST0198,2025-03-01,299,paid
PAY002345,CUST0198,2025-04-01,299,paid
PAY002346,CUST0198,2025-05-01,299,paid
PAY002347,CUST0198,2025-06-01,299,paid
PAY002348,CUST0198,2025-07-01,299,paid
PAY002349,CUST0198,2025-08-01,299,paid
PAY002350,CUST0198,2025-09-01,299,paid
PAY002351,CUST0198,2025-10-01,299,paid
PAY002352,CUST0198,2025-11-01,299,paid
PAY002353,CUST0198,2025-12-01,299,paid
PAY002354,CUST0199,2025-02-01,99,paid
PAY002355,CUST0199,2025-03-01,99,paid
PAY002356,CUST0199,2025-04-01,99,paid
PAY002357,CUST0199,2025-05-01,99,paid
PAY002358,CUST0199,2025-06-01,99,paid
PAY002359,CUST0199,2025-07-01,99,paid
PAY002360,CUST0199,2025-08-01,99,paid
PAY002361,CUST0199,2025-09-01,99,paid
PAY002362,CUST0199,2025-10-01,99,paid
PAY002363,CUST0199,2025-11-01,99,paid
PAY002364,CUST0199,2025-12-01,99,paid
PAY002365,CUST0200,2025-05-01,299,paid
PAY002366,CUST0200,2025-06-01,299,paid
PAY002367,CUST0200,2025-07-01,299,paid
PAY002368,CUST0200,2025-08-01,299,paid
PAY002369,CUST0200,2025-09-01,299,paid
PAY002370,CUST0200,2025-10-01,299,paid
PAY002371,CUST0200,2025-11-01,299,paid
PAY002372,CUST0200,2025-12-01,299,paid
PAY002373,CUST0201,2024-04-01,299,paid
PAY002374,CUST0201,2024-05-01,299,paid
PAY002375,CUST0201,2024-06-01,299,paid
PAY002376,CUST0201,2024-07-01,299,paid
PAY002377,CUST0201,2024-08-01,299,paid
PAY002378,CUST0201,2024-09-01,299,paid
PAY002379,CUST0201,2024-10-01,299,paid
PAY002380,CUST0201,2024-11-01,299,paid
PAY002381,CUST0201,2024-12-01,299,paid
PAY002382,CUST0201,2025-01-01,299,paid
PAY002383,CUST0201,2025-02-01,299,paid
PAY002384,CUST0201,2025-03-01,299,paid
PAY002385,CUST0201,2025-04-01,299,paid
PAY002386,CUST0201,2025-05-01,299,paid
PAY002387,CUST0201,2025-06-01,299,paid
PAY002388,CUST0201,2025-07-01,299,paid
PAY002389,CUST0201,2025-08-01,299,paid
PAY002390,CUST0201,2025-09-01,299,paid
PAY002391,CUST0201,2025-10-01,299,paid
PAY002392,CUST0201,2025-11-01,299,paid
PAY002393,CUST0201,2025-12-01,299,paid
PAY002394,CUST0202,2024-02-01,29,paid
PAY002395,CUST0202,2024-03-01,29,paid
PAY002396,CUST0202,2024-04-01,29,paid
PAY002397,CUST0202,2024-05-01,29,paid
PAY002398,CUST0202,2024-06-01,29,paid
PAY002399,CUST0202,2024-07-01,29,paid
PAY002400,CUST0202,2024-08-01,99,paid
PAY002401,CUST0202,2024-09-01,99,paid
PAY002402,CUST0202,2024-10-01,99,paid
PAY002403,CUST0202,2024-11-01,99,paid
PAY002404,CUST0202,2024-12-01,99,paid
PAY002405,CUST0202,2025-01-01,99,paid
PAY002406,CUST0202,2025-02-01,99,paid
PAY002407,CUST0202,2025-03-01,99,paid
PAY002408,CUST0202,2025-04-01,99,paid
PAY002409,CUST0202,2025-05-01,99,paid
PAY002410,CUST0202,2025-06-01,99,paid
PAY002411,CUST0202,2025-07-01,99,paid
PAY002412,CUST0203,2024-01-01,99,failed
PAY002413,CUST0203,2024-02-01,99,paid
PAY002414,CUST0203,2024-03-01,99,paid
PAY002415,CUST0203,2024-04-01,99,paid
PAY002416,CUST0203,2024-05-01,99,paid
PAY002417,CUST0203,2024-06-01,99,paid
PAY002418,CUST0203,2024-07-01,99,paid
PAY002419,CUST0203,2024-08-01,99,paid
PAY002420,CUST0203,2024-09-01,99,paid
PAY002421,CUST0203,2024-10-01,99,paid
PAY002422,CUST0203,2024-11-01,99,paid
PAY002423,CUST0203,2024-12-01,99,paid
PAY002424,CUST0203,2025-01-01,99,failed
PAY002425,CUST0203,2025-02-01,99,paid
PAY002426,CUST0203,2025-03-01,99,paid
PAY002427,CUST0203,2025-04-01,99,paid
PAY002428,CUST0203,2025-05-01,99,paid
PAY002429,CUST0203,2025-06-01,99,paid
PAY002430,CUST0203,2025-07-01,99,paid
PAY002431,CUST0203,2025-08-01,99,paid
PAY002432,CUST0203,2025-09-01,99,failed
PAY002433,CUST0203,2025-10-01,99,paid
PAY002434,CUST0203,2025-11-01,99,paid
PAY002435,CUST0203,2025-12-01,99,paid
PAY002436,CUST0204,2024-06-01,29,paid
PAY002437,CUST0204,2024-07-01,29,paid
PAY002438,CUST0204,2024-08-01,29,paid
PAY002439,CUST0204,2024-09-01,29,paid
PAY002440,CUST0204,2024-10-01,29,paid
PAY002441,CUST0204,2024-11-01,29,paid
PAY002442,CUST0204,2024-12-01,29,paid
PAY002443,CUST0205,2024-10-01,99,paid
PAY002444,CUST0205,2024-11-01,99,paid
PAY002445,CUST0205,2024-12-01,99,paid
PAY002446,CUST0205,2025-01-01,99,failed
PAY002447,CUST0205,2025-02-01,99,paid
PAY002448,CUST0205,2025-03-01,99,paid
PAY002449,CUST0205,2025-04-01,99,paid
PAY002450,CUST0205,2025-05-01,99,paid
PAY002451,CUST0205,2025-06-01,99,paid
PAY002452,CUST0205,2025-07-01,99,paid
PAY002453,CUST0205,2025-08-01,99,paid
PAY002454,CUST0205,2025-09-01,99,paid
PAY002455,CUST0205,2025-10-01,99,paid
PAY002456,CUST0205,2025-11-01,99,paid
PAY002457,CUST0205,2025-12-01,99,paid
PAY002458,CUST0206,2025-07-01,29,paid
PAY002459,CUST0206,2025-08-01,29,paid
PAY002460,CUST0206,2025-09-01,29,paid
PAY002461,CUST0206,2025-10-01,29,paid
PAY002462,CUST0207,2024-11-01,299,paid
PAY002463,CUST0207,2024-12-01,299,paid
PAY002464,CUST0207,2025-01-01,299,paid
PAY002465,CUST0207,2025-02-01,299,paid
PAY002466,CUST0207,2025-03-01,299,paid
PAY002467,CUST0207,2025-04-01,299,paid
PAY002468,CUST0207,2025-05-01,299,paid
PAY002469,CUST0207,2025-06-01,299,paid
PAY002470,CUST0207,2025-07-01,299,paid
