subscription_id,customer_id,plan,mrr,start_date,end_date,status
SUB00448,CUST0448,Growth,99,2024-11-01,2025-02-01,churned
SUB00449,CUST0449,Starter,29,2025-06-01,2025-10-01,churned
SUB00450,CUST0450,Starter,29,2025-06-01,,active
SUB00451,CUST0451,Starter,29,2024-05-01,2024-12-01,churned
SUB00452,CUST0452,Growth,99,2025-05-01,,active
SUB00453,CUST0453,Starter,29,2024-02-01,2024-08-01,churned
SUB00454,CUST0454,Starter,29,2024-08-01,,active
SUB00455,CUST0455,Enterprise,299,2024-06-01,,active
SUB00456,CUST0456,Enterprise,299,2024-01-01,2025-12-01,churned
SUB00457,CUST0457,Enterprise,299,2025-02-01,,active
SUB00458,CUST0458,Growth,99,2025-04-01,,active
SUB00459,CUST0459,Starter,29,2025-04-01,,active
SUB00460,CUST0460,Enterprise,299,2024-12-01,,active
SUB00461,CUST0461,Starter,29,2024-12-01,2025-06-01,churned
SUB00462,CUST0462,Starter,29,2025-08-01,,active
SUB00463,CUST0463,Starter,29,2024-08-01,,active
SUB00464,CUST0464,Starter,29,2024-12-01,2025-06-01,churned
SUB00465,CUST0465,Enterprise,299,2024-06-01,,active
SUB00466,CUST0466,Enterprise,299,2025-04-01,,active
SUB00467,CUST0467,Starter,29,2025-03-01,2025-06-01,churned
SUB00468,CUST0468,Enterprise,299,2024-11-01,2025-08-01,churned
SUB00469,CUST0469,Starter,29,2024-12-01,,active
SUB00470,CUST0470,Starter,29,2024-10-01,2025-01-01,churned
SUB00471,CUST0471,Enterprise,299,2024-12-01,,active
SUB00472,CUST0472,Starter,29,2024-02-01,2025-02-01,churned
SUB00473,CUST0473,Growth,99,2024-12-01,,active
SUB00474,CUST0474,Growth,99,2025-07-01,,active
SUB00475,CUST0475,Enterprise,299,2024-07-01,,active
SUB00476,CUST0476,Starter,29,2024-11-01,2025-08-01,churned
SUB00477,CUST0477,Growth,99,2024-09-01,2024-12-01,churned
SUB00478,CUST0478,Starter,29,2024-07-01,2025-01-01,churned
SUB00479,CUST0479,Growth,99,2025-03-01,2025-09-01,churned
SUB00480,CUST0480,Starter,29,2024-07-01,2024-10-01,churned
SUB00481,CUST0481,Starter,29,2025-03-01,,active
SUB00482,CUST0482,Starter,29,2024-11-01,2025-02-01,churned
SUB00483,CUST0483,Starter,29,2024-03-01,,active
SUB00484,CUST0484,Enterprise,299,2024-06-01,,active
SUB00485,CUST0485,Enterprise,299,2024-11-01,,active
SUB00486,CUST0486,Starter,29,2024-09-01,2025-12-01,churned
SUB00487,CUST0487,Growth,99,2024-08-01,2024-11-01,churned
SUB00488,CUST0488,Enterprise,299,2024-10-01,,active
SUB00489,CUST0489,Growth,99,2024-06-01,,active
SUB00490,CUST0490,Starter,29,2024-05-01,2024-12-01,churned
SUB00491,CUST0491,Starter,29,2024-12-01,,active
SUB00492,CUST0492,Growth,99,2024-11-01,,active
SUB00493,CUST0493,Growth,99,2024-10-01,2025-02-01,churned
SUB00494,CUST0494,Enterprise,299,2025-03-01,,active
SUB00495,CUST0495,Starter,29,2024-03-01,2025-06-01,churned
SUB00496,CUST0496,Enterprise,299,2024-05-01,,active
SUB00497,CUST0497,Growth,99,2024-12-01,,active
SUB00498,CUST0498,Growth,99,2024-11-01,,active
SUB00499,CUST0499,Growth,99,2024-03-01,2025-01-01,churned
SUB00500,CUST0500,Enterprise,299,2025-05-01,,active
SUB00501,CUST0501,Enterprise,299,2024-12-01,2025-01-01,churned
SUB00502,CUST0502,Growth,99,2024-10-01,,active
SUB00503,CUST0503,Growth,99,2024-04-01,,active
SUB00504,CUST0504,Starter,29,2025-01-01,2025-06-01,churned
SUB00505,CUST0505,Enterprise,299,2024-02-01,2024-04-01,churned
SUB00506,CUST0506,Enterprise,299,2025-02-01,,active
SUB00507,CUST0507,Growth,99,2024-06-01,,active
SUB00508,CUST0508,Growth,99,2025-10-01,,active
SUB00509,CUST0509,Starter,29,2024-07-01,2024-11-01,churned
SUB00510,CUST0510,Starter,29,2024-10-01,,active
SUB00511,CUST0511,Starter,29,2024-12-01,2025-07-01,churned
SUB00512,CUST0512,Growth,99,2024-07-01,,active
SUB00513,CUST0513,Starter,29,2025-05-01,2025-09-01,churned
SUB00514,CUST0514,Enterprise,299,2024-11-01,,active
SUB00515,CUST0515,Growth,99,2024-02-01,,active
SUB00516,CUST0516,Growth,99,2024-03-01,2024-08-01,churned
SUB00517,CUST0517,Enterprise,299,2025-05-01,,active
SUB00518,CUST0518,Enterprise,299,2024-09-01,,active
SUB00519,CUST0519,Starter,29,2024-09-01,2025-01-01,churned
SUB00520,CUST0520,Growth,99,2024-09-01,2025-08-01,churned
SUB00521,CUST0521,Starter,29,2024-05-01,,active
SUB00522,CUST0522,Enterprise,299,2024-09-01,,active
SUB00523,CUST0523,Enterprise,299,2024-09-01,,active
SUB00524,CUST0524,Starter,29,2025-09-01,2025-10-01,churned
SUB00525,CUST0525,Growth,99,2024-08-01,2025-08-01,churned
SUB00526,CUST0526,Growth,99,2024-05-01,,active
SUB00527,CUST0527,Growth,99,2024-12-01,,active
SUB00528,CUST0528,Starter,29,2024-11-01,,active
SUB00529,CUST0529,Enterprise,299,2024-04-01,,active
SUB00530,CUST0530,Enterprise,299,2025-02-01,,active
SUB00531,CUST0531,Starter,29,2024-08-01,2025-03-01,churned
SUB00532,CUST0532,Starter,29,2024-04-01,2025-09-01,churned
SUB00533,CUST0533,Enterprise,299,2024-11-01,,active
SUB00534,CUST0534,Growth,99,2024-08-01,,active
SUB00535,CUST0535,Growth,99,2024-01-01,2025-05-01,churned
SUB00536,CUST0536,Starter,29,2025-08-01,,active
SUB00537,CUST0537,Growth,99,2024-08-01,,active
SUB00538,CUST0538,Growth,99,2024-08-01,,active
SUB00539,CUST0539,Starter,29,2024-09-01,,active
SUB00540,CUST0540,Enterprise,299,2025-01-01,,active
SUB00541,CUST0541,Starter,29,2025-02-01,,active
SUB00542,CUST0542,Growth,99,2024-12-01,2025-10-01,churned
SUB00543,CUST0543,Starter,29,2024-01-01,,active
SUB00544,CUST0544,Starter,29,2024-04-01,2025-01-01,churned
SUB00545,CUST0545,Starter,29,2025-02-01,,active
SUB00546,CUST0546,Starter,29,2024-10-01,2025-09-01,churned
SUB00547,CUST0547,Enterprise,299,2024-09-01,,active
SUB00548,CUST0548,Starter,29,2025-01-01,,active
SUB00549,CUST0549,Growth,99,2024-11-01,,active
SUB00550,CUST0550,Enterprise,299,2025-03-01,,active
SUB00551,CUST0551,Enterprise,299,2024-10-01,,active
SUB00552,CUST0552,Growth,99,2024-09-01,,active
SUB00553,CUST0553,Growth,99,2024-09-01,,active
SUB00554,CUST0554,Starter,29,2024-12-01,2025-08-01,churned
SUB00555,CUST0555,Growth,99,2025-03-01,2025-12-01,churned
SUB00556,CUST0556,Starter,29,2024-09-01,,active
SUB00557,CUST0557,Enterprise,299,2025-06-01,,active
SUB00558,CUST0558,Growth,99,2024-08-01,,active
SUB00559,CUST0559,Growth,99,2025-08-01,,active
SUB00560,CUST0560,Enterprise,299,2024-04-01,,active
SUB00561,CUST0561,Enterprise,299,2024-07-01,,active
SUB00562,CUST0562,Starter,29,2024-02-01,,active
SUB00563,CUST0563,Enterprise,299,2024-03-01,,active
SUB00564,CUST0564,Starter,29,2025-01-01,,active
SUB00565,CUST0565,Starter,29,2024-10-01,,active
SUB00566,CUST0566,Starter,29,2025-02-01,2025-09-01,churned
SUB00567,CUST0567,Starter,29,2024-08-01,,active
SUB00568,CUST0568,Starter,29,2024-03-01,,active
SUB00569,CUST0569,Starter,29,2024-08-01,2024-09-01,churned
SUB00570,CUST0570,Growth,99,2025-05-01,2025-07-01,churned
SUB00571,CUST0571,Growth,99,2024-06-01,2025-04-01,churned
SUB00572,CUST0572,Starter,29,2024-10-01,,active
SUB00573,CUST0573,Enterprise,299,2024-12-01,2025-06-01,churned
SUB00574,CUST0574,Growth,99,2024-06-01,,active
SUB00575,CUST0575,Starter,29,2025-03-01,2025-05-01,churned
SUB00576,CUST0576,Starter,29,2024-08-01,,active
SUB00577,CUST0577,Starter,29,2025-03-01,,active
SUB00578,CUST0578,Starter,29,2025-03-01,,active
SUB00579,CUST0579,Starter,29,2024-05-01,,active
SUB00580,CUST0580,Growth,99,2025-01-01,2025-03-01,churned
SUB00581,CUST0581,Starter,29,2024-03-01,,active
SUB00582,CUST0582,Starter,29,2024-04-01,,active
SUB00583,CUST0583,Enterprise,299,2024-10-01,,active
SUB00584,CUST0584,Growth,99,2025-06-01,,active
SUB00585,CUST0585,Growth,99,2024-12-01,2025-10-01,churned
SUB00586,CUST0586,Growth,99,2024-06-01,,active
SUB00587,CUST0587,Starter,29,2024-02-01,2025-01-01,churned
SUB00588,CUST0588,Growth,99,2025-01-01,,active
SUB00589,CUST0589,Starter,29,2024-10-01,2025-11-01,churned
SUB00590,CUST0590,Starter,29,2024-10-01,2025-05-01,churned
SUB00591,CUST0591,Enterprise,299,2024-12-01,,active
SUB00592,CUST0592,Growth,99,2025-03-01,,active
SUB00593,CUST0593,Growth,99,2024-09-01,,active
SUB00594,CUST0594,Enterprise,299,2025-07-01,,active
SUB00595,CUST0595,Starter,29,2024-06-01,2024-12-01,churned
SUB00596,CUST0596,Growth,99,2024-02-01,,active
SUB00597,CUST0597,Growth,99,2025-05-01,,active
SUB00598,CUST0598,Enterprise,299,2024-04-01,,active
SUB00599,CUST0599,Growth,99,2024-10-01,,active
SUB00600,CUST0600,Starter,29,2025-06-01,,active
