customer_id,company_name,industry,country,employee_size,acquisition_channel,signup_date,initial_plan
CUST0301,"Thomas, Murray and King",Manufacturing,Brazil,1000,Partner,2025-02-01,Growth
CUST0302,Estrada-Nolan,Media,Netherlands,25,Referral,2024-11-01,Enterprise
CUST0303,Santana-Byrd,Logistics,India,1,Content Marketing,2024-12-01,Growth
CUST0304,Jones LLC,Real Estate,United Kingdom,1000,Partner,2025-01-01,Starter
CUST0305,"Evans, Hayden and Vaughn",EdTech,Brazil,500,Outbound Sales,2024-02-01,Starter
CUST0306,Bruce-Gonzalez,Healthcare,Australia,100,Referral,2024-08-01,Growth
CUST0307,Castaneda-Rodriguez,Real Estate,Netherlands,1,Partner,2025-04-01,Starter
CUST0308,Armstrong-Andrews,FinTech,Australia,5,Outbound Sales,2024-03-01,Growth
CUST0309,"Phillips, Spence and Barrett",Marketing,Germany,10,Referral,2024-09-01,Growth
CUST0310,Smith-Grimes,Healthcare,Australia,50,Partner,2024-03-01,Starter
CUST0311,"Beltran, Lozano and Mcgee",Manufacturing,India,5,Referral,2025-01-01,Growth
CUST0312,Parsons-Hall,Real Estate,India,1000,Organic Search,2024-10-01,Growth
CUST0313,Robinson-Lee,Manufacturing,Singapore,100,Organic Search,2025-01-01,Growth
CUST0314,Byrd-Le,Healthcare,Canada,100,Content Marketing,2025-01-01,Starter
CUST0315,"Becker, Taylor and Davis",Healthcare,India,5,Referral,2025-06-01,Starter
CUST0316,"Lucas, Parker and Alexander",FinTech,Singapore,1000,Partner,2025-07-01,Enterprise
CUST0317,"Diaz, Anderson and Browning",E-commerce,Australia,10,Outbound Sales,2024-03-01,Enterprise
CUST0318,Burgess-Thompson,Healthcare,India,10,Partner,2024-12-01,Starter
CUST0319,Buchanan LLC,Manufacturing,Australia,25,Content Marketing,2024-06-01,Starter
CUST0320,"Shaw, Nelson and Martin",Media,Canada,1000,Paid Ads,2024-09-01,Growth
CUST0321,Coffey-Phillips,Media,Canada,100,Partner,2024-04-01,Starter
CUST0322,Brock-Mcdonald,Media,Brazil,50,Content Marketing,2024-06-01,Enterprise
CUST0323,Taylor and Sons,Manufacturing,India,25,Outbound Sales,2024-08-01,Growth
CUST0324,"Ramsey, Whitney and Coffey",Marketing,USA,500,Referral,2024-05-01,Starter
CUST0325,"Diaz, Gibbs and Smith",FinTech,Singapore,5,Referral,2025-04-01,Growth
CUST0326,"Martinez, Richardson and Curry",Healthcare,Germany,500,Outbound Sales,2024-05-01,Starter
CUST0327,Richards-Carson,Manufacturing,United Kingdom,25,Content Marketing,2024-08-01,Starter
CUST0328,Rodriguez-Hall,E-commerce,France,1,Content Marketing,2024-02-01,Enterprise
CUST0329,Harvey PLC,EdTech,France,5,Referral,2024-11-01,Growth
CUST0330,Herman-Walker,Real Estate,United Kingdom,100,Paid Ads,2025-03-01,Starter
CUST0331,Reid Group,Marketing,Brazil,10,Partner,2024-01-01,Starter
CUST0332,"Turner, Ortiz and Taylor",SaaS/Tech,USA,5,Organic Search,2024-10-01,Growth
CUST0333,Torres Group,Healthcare,Singapore,1000,Content Marketing,2025-03-01,Starter
CUST0334,Davis PLC,Marketing,Canada,50,Organic Search,2025-01-01,Starter
CUST0335,Price LLC,Manufacturing,Netherlands,500,Organic Search,2024-03-01,Starter
CUST0336,"Avery, Horton and Fernandez",Media,Netherlands,1000,Organic Search,2024-05-01,Starter
CUST0337,"Newton, Moore and Perry",SaaS/Tech,Canada,10,Referral,2024-08-01,Growth
CUST0338,Bass PLC,SaaS/Tech,Australia,25,Outbound Sales,2024-03-01,Starter
CUST0339,Crosby-Ramirez,FinTech,Singapore,100,Organic Search,2024-06-01,Starter
CUST0340,"Wood, Ramos and Sampson",Logistics,Singapore,1000,Outbound Sales,2024-08-01,Enterprise
CUST0341,Garcia-Jennings,Media,USA,250,Referral,2024-09-01,Starter
CUST0342,"Winters, Newman and Brown",E-commerce,Australia,5,Referral,2024-06-01,Starter
CUST0343,Lopez-Martinez,FinTech,Netherlands,100,Paid Ads,2024-05-01,Starter
CUST0344,Davis-Lewis,Logistics,Australia,10,Partner,2024-02-01,Starter
CUST0345,"Harper, Smith and Buchanan",Media,India,10,Organic Search,2024-11-01,Growth
CUST0346,Zhang PLC,Media,USA,50,Paid Ads,2024-11-01,Growth
CUST0347,Jones PLC,EdTech,USA,100,Referral,2025-02-01,Starter
CUST0348,Willis and Sons,Logistics,Brazil,50,Organic Search,2024-03-01,Growth
CUST0349,Schroeder-Kramer,EdTech,Germany,100,Organic Search,2024-07-01,Growth
CUST0350,"Smith, Garrison and Thomas",Real Estate,Germany,5,Referral,2024-11-01,Enterprise
CUST0351,Fernandez and Sons,Manufacturing,Brazil,250,Referral,2025-02-01,Starter
CUST0352,Guerrero Inc,Media,Brazil,100,Outbound Sales,2025-06-01,Enterprise
CUST0353,Smith and Sons,FinTech,France,5,Content Marketing,2024-01-01,Starter
CUST0354,"Morris, Thompson and Williams",Healthcare,Singapore,50,Referral,2025-03-01,Growth
CUST0355,"Fisher, Wilson and Brown",Real Estate,Germany,50,Content Marketing,2024-12-01,Starter
CUST0356,Strickland-Palmer,Manufacturing,India,500,Referral,2025-05-01,Growth
CUST0357,Hayes and Sons,Real Estate,Netherlands,250,Referral,2024-03-01,Starter
CUST0358,"Williams, Logan and Camacho",E-commerce,United Kingdom,250,Referral,2024-05-01,Growth
CUST0359,"Turner, Schneider and Johnson",Healthcare,USA,10,Outbound Sales,2024-10-01,Growth
CUST0360,Boone-Simmons,Media,USA,10,Organic Search,2024-06-01,Growth
CUST0361,Henry Group,Real Estate,Australia,250,Outbound Sales,2025-05-01,Starter
CUST0362,Lam LLC,Healthcare,Brazil,100,Referral,2024-11-01,Starter
CUST0363,"Hernandez, Martinez and Weber",FinTech,Netherlands,10,Outbound Sales,2024-11-01,Starter
CUST0364,"Kelley, Nguyen and Vang",Real Estate,Germany,25,Organic Search,2025-06-01,Starter
CUST0365,"Phillips, Wagner and Jordan",Healthcare,Brazil,1000,Content Marketing,2024-08-01,Starter
CUST0366,"Wilson, Pena and Rich",FinTech,Germany,50,Partner,2024-12-01,Enterprise
CUST0367,"Le, Lewis and Hayes",SaaS/Tech,Germany,500,Paid Ads,2024-06-01,Starter
CUST0368,Gutierrez Group,FinTech,Brazil,10,Partner,2024-10-01,Starter
CUST0369,Perry-Davis,FinTech,Australia,100,Partner,2025-01-01,Starter
CUST0370,Edwards-Scott,Logistics,Germany,50,Paid Ads,2024-05-01,Starter
CUST0371,Mcdaniel Group,Healthcare,Australia,1000,Paid Ads,2024-09-01,Growth
CUST0372,Davis Inc,EdTech,India,25,Content Marketing,2024-12-01,Starter
CUST0373,Reynolds Ltd,Logistics,Netherlands,100,Content Marketing,2024-03-01,Starter
CUST0374,"Watson, Anderson and Brown",Logistics,India,5,Organic Search,2025-02-01,Enterprise
CUST0375,"Hoffman, Santiago and Jenkins",Media,Singapore,250,Content Marketing,2024-12-01,Starter
CUST0376,"Pugh, Henderson and Moon",FinTech,India,100,Partner,2024-08-01,Enterprise
CUST0377,Schmitt PLC,Media,Singapore,100,Paid Ads,2024-11-01,Starter
CUST0378,Bell-Lane,Logistics,Netherlands,10,Paid Ads,2025-08-01,Enterprise
CUST0379,Moore Group,E-commerce,United Kingdom,1000,Paid Ads,2024-04-01,Starter
CUST0380,Boone LLC,Healthcare,Australia,25,Referral,2024-09-01,Starter
CUST0381,"Richardson, Farmer and Andrews",Logistics,Germany,5,Referral,2025-09-01,Enterprise
CUST0382,Bruce-Villegas,Logistics,Germany,10,Partner,2024-06-01,Starter
CUST0383,"Austin, Day and Johnson",Logistics,United Kingdom,1000,Partner,2024-08-01,Starter
CUST0384,"Gallegos, Adams and White",SaaS/Tech,India,10,Partner,2025-04-01,Starter
CUST0385,"Farmer, Dorsey and Bell",SaaS/Tech,Australia,1,Organic Search,2024-12-01,Growth
CUST0386,Kane PLC,SaaS/Tech,Germany,25,Outbound Sales,2024-09-01,Starter
CUST0387,"Morales, Thomas and Schultz",E-commerce,Brazil,1000,Referral,2024-04-01,Starter
CUST0388,Davis PLC,Marketing,Brazil,25,Partner,2025-03-01,Growth
CUST0389,Bennett Group,Media,United Kingdom,1,Paid Ads,2025-08-01,Starter
CUST0390,Moore-Collins,Media,Brazil,25,Referral,2024-10-01,Starter
CUST0391,Frank-Bradley,Real Estate,Australia,100,Content Marketing,2025-03-01,Growth
CUST0392,Ware and Sons,Real Estate,Singapore,1000,Organic Search,2024-07-01,Starter
CUST0393,Webster Inc,Media,United Kingdom,50,Content Marketing,2024-06-01,Starter
CUST0394,"Miller, Ramos and Coleman",FinTech,USA,50,Content Marketing,2024-04-01,Starter
CUST0395,"Ramos, Nelson and Fischer",Manufacturing,Canada,10,Referral,2024-12-01,Enterprise
CUST0396,Reed Inc,Real Estate,Canada,10,Content Marketing,2025-05-01,Enterprise
CUST0397,Gregory-Watkins,Media,Brazil,50,Content Marketing,2024-09-01,Enterprise
CUST0398,"Estrada, Williams and Foster",Manufacturing,Singapore,500,Paid Ads,2025-03-01,Starter
CUST0399,"Brown, Harris and Dougherty",Real Estate,USA,1,Referral,2024-09-01,Starter
CUST0400,Duran LLC,Media,Germany,1000,Organic Search,2025-02-01,Growth
CUST0401,Wilson-Jimenez,Manufacturing,India,50,Partner,2024-10-01,Enterprise
CUST0402,Thompson-James,Manufacturing,Australia,1,Content Marketing,2024-02-01,Starter
CUST0403,"Hall, Hansen and Barnett",Logistics,Canada,100,Outbound Sales,2024-06-01,Starter
CUST0404,Jones-Hensley,Manufacturing,Singapore,500,Outbound Sales,2024-07-01,Starter
CUST0405,Graham Group,SaaS/Tech,Netherlands,5,Paid Ads,2024-09-01,Starter
CUST0406,Atkins PLC,Manufacturing,Australia,100,Outbound Sales,2024-12-01,Enterprise
CUST0407,Berry-Mckinney,Healthcare,Canada,1000,Content Marketing,2024-03-01,Enterprise
CUST0408,Roberts-Sullivan,E-commerce,USA,10,Partner,2024-04-01,Growth
CUST0409,Jackson-Meza,Media,Singapore,500,Paid Ads,2024-09-01,Starter
CUST0410,Collier-Gillespie,Logistics,India,100,Outbound Sales,2025-04-01,Growth
CUST0411,Kim Inc,Manufacturing,Netherlands,50,Outbound Sales,2024-12-01,Starter
CUST0412,Graham Group,Logistics,Singapore,500,Partner,2024-04-01,Starter
CUST0413,"Miller, Harrell and Reese",Media,USA,100,Referral,2024-03-01,Growth
CUST0414,Cook and Sons,Manufacturing,Netherlands,50,Partner,2024-08-01,Growth
CUST0415,Dixon Inc,E-commerce,Netherlands,500,Referral,2024-10-01,Enterprise
CUST0416,"Hicks, Bullock and Bailey",SaaS/Tech,Netherlands,25,Partner,2025-05-01,Enterprise
CUST0417,"Mullen, Brewer and Hernandez",Media,India,1000,Partner,2024-04-01,Starter
CUST0418,Thomas and Sons,Manufacturing,India,25,Organic Search,2025-03-01,Growth
CUST0419,Morrison Ltd,FinTech,Canada,1,Content Marketing,2024-06-01,Growth
CUST0420,Thompson Ltd,Healthcare,France,25,Content Marketing,2025-05-01,Starter
CUST0421,Marshall-Elliott,SaaS/Tech,Brazil,1,Partner,2025-02-01,Growth
CUST0422,"Cole, Glass and Cunningham",EdTech,Singapore,100,Partner,2025-02-01,Starter
CUST0423,"Downs, Morris and Maddox",Manufacturing,Australia,10,Content Marketing,2025-04-01,Growth
CUST0424,Hernandez-Jones,Real Estate,Singapore,100,Partner,2024-07-01,Enterprise
CUST0425,Welch-Hogan,Marketing,Netherlands,500,Paid Ads,2025-07-01,Growth
CUST0426,"Brown, Romero and Collins",Marketing,Singapore,50,Paid Ads,2024-09-01,Enterprise
CUST0427,Johnson-Wood,Marketing,Germany,25,Partner,2025-02-01,Enterprise
CUST0428,Jones-Lin,Real Estate,Brazil,100,Outbound Sales,2025-06-01,Growth
CUST0429,Gilbert PLC,Marketing,Germany,5,Outbound Sales,2024-02-01,Enterprise
CUST0430,Ford-Spencer,Manufacturing,France,100,Paid Ads,2025-04-01,Growth
CUST0431,"Huang, Cole and Pacheco",Marketing,United Kingdom,100,Content Marketing,2025-04-01,Starter
CUST0432,"Lopez, Jacobs and Mason",Media,Canada,25,Outbound Sales,2025-03-01,Growth
CUST0433,Hayes LLC,Logistics,Germany,10,Organic Search,2024-05-01,Starter
CUST0434,"Miller, Lucas and Williams",SaaS/Tech,Canada,25,Organic Search,2024-05-01,Growth
CUST0435,"Kim, Gonzales and Mills",Logistics,Canada,25,Organic Search,2024-09-01,Growth
CUST0436,Cox LLC,Real Estate,Brazil,5,Partner,2024-10-01,Starter
CUST0437,Ortiz-Morgan,E-commerce,Singapore,10,Content Marketing,2024-07-01,Growth
CUST0438,"Williams, Mccoy and Cook",Media,Brazil,25,Referral,2025-05-01,Growth
CUST0439,Davis-Gregory,E-commerce,United Kingdom,25,Outbound Sales,2024-01-01,Starter
CUST0440,King-York,E-commerce,India,250,Paid Ads,2024-08-01,Growth
CUST0441,"Marks, Cook and Aguilar",E-commerce,France,500,Paid Ads,2024-04-01,Enterprise
CUST0442,Rangel LLC,Marketing,USA,1,Referral,2025-07-01,Enterprise
CUST0443,"Hale, Myers and Larson",FinTech,Australia,50,Content Marketing,2024-12-01,Growth
CUST0444,Collins Group,Logistics,Singapore,500,Paid Ads,2024-09-01,Enterprise
CUST0445,"Conner, Li and Santiago",Media,Germany,25,Organic Search,2024-05-01,Enterprise
CUST0446,"Osborn, Gaines and Davis",Media,Germany,10,Organic Search,2024-12-01,Starter
CUST0447,"Henderson, Cox and Cox",Marketing,Netherlands,25,Paid Ads,2024-04-01,Growth
CUST0448,Bean LLC,Manufacturing,France,1000,Referral,2024-11-01,Growth
CUST0449,Lee-Cooke,FinTech,India,10,Content Marketing,2025-06-01,Starter
CUST0450,Jones Inc,EdTech,USA,50,Content Marketing,2025-06-01,Starter
CUST0451,"Wise, Conley and Stephenson",Marketing,Australia,50,Outbound Sales,2024-05-01,Starter
CUST0452,Stanley PLC,E-commerce,Germany,100,Partner,2025-05-01,Growth
CUST0453,Harper and Sons,FinTech,Brazil,50,Paid Ads,2024-02-01,Starter
CUST0454,White Ltd,Logistics,Germany,5,Partner,2024-08-01,Starter
CUST0455,"Lamb, Martin and Kim",Marketing,Australia,25,Paid Ads,2024-06-01,Enterprise
CUST0456,Diaz-Ball,Media,India,500,Partner,2024-01-01,Enterprise
CUST0457,Bishop-Goodwin,Real Estate,France,1000,Content Marketing,2025-02-01,Enterprise
CUST0458,Young-Allen,EdTech,Canada,5,Outbound Sales,2025-04-01,Growth
CUST0459,Mckee-Lee,Real Estate,United Kingdom,5,Organic Search,2025-04-01,Starter
CUST0460,"Valentine, Joyce and Murray",Logistics,Canada,1000,Paid Ads,2024-12-01,Enterprise
CUST0461,Strickland-Shaw,Logistics,Brazil,5,Partner,2024-12-01,Starter
CUST0462,Burch-Montoya,SaaS/Tech,Brazil,5,Outbound Sales,2025-08-01,Starter
CUST0463,"Taylor, Wright and Davidson",E-commerce,Brazil,10,Outbound Sales,2024-08-01,Starter
CUST0464,Spencer-Garcia,SaaS/Tech,USA,1000,Content Marketing,2024-12-01,Starter
CUST0465,"Rosales, Mitchell and Hines",Marketing,USA,250,Referral,2024-06-01,Growth
CUST0466,Cole-Palmer,EdTech,Netherlands,5,Organic Search,2025-04-01,Enterprise
CUST0467,Davis-Lozano,FinTech,Singapore,1,Organic Search,2025-03-01,Starter
CUST0468,Wilkerson-Arias,Media,USA,50,Content Marketing,2024-11-01,Enterprise
CUST0469,Brown-Shaw,Healthcare,France,100,Content Marketing,2024-12-01,Starter
CUST0470,Hughes Inc,Manufacturing,France,5,Partner,2024-10-01,Starter
CUST0471,Walker-Flores,Logistics,India,100,Organic Search,2024-12-01,Enterprise
CUST0472,Combs Ltd,Logistics,France,1000,Paid Ads,2024-02-01,Starter
CUST0473,Moody-Taylor,EdTech,USA,1,Referral,2024-12-01,Growth
CUST0474,Lowery-Kennedy,Logistics,France,1000,Content Marketing,2025-07-01,Growth
CUST0475,Blake Group,EdTech,Brazil,100,Paid Ads,2024-07-01,Enterprise
CUST0476,Gilbert-Bullock,FinTech,USA,250,Outbound Sales,2024-11-01,Starter
CUST0477,Scott and Sons,E-commerce,Canada,25,Organic Search,2024-09-01,Growth
CUST0478,"Bentley, Lynch and Henderson",E-commerce,Brazil,1,Paid Ads,2024-07-01,Starter
CUST0479,Young-Martinez,Manufacturing,Brazil,25,Outbound Sales,2025-03-01,Growth
CUST0480,Barnes PLC,E-commerce,India,1000,Referral,2024-07-01,Starter
CUST0481,Brown-Copeland,SaaS/Tech,Australia,100,Paid Ads,2025-03-01,Starter
CUST0482,Carlson-Smith,Healthcare,Singapore,25,Content Marketing,2024-11-01,Starter
CUST0483,"Andrews, Higgins and Carter",E-commerce,Singapore,10,Partner,2024-03-01,Starter
CUST0484,Mendez and Sons,Logistics,Brazil,1,Referral,2024-06-01,Growth
CUST0485,"Butler, Beck and Miller",Manufacturing,Singapore,100,Partner,2024-11-01,Enterprise
CUST0486,Jones-Fox,Healthcare,Germany,250,Paid Ads,2024-09-01,Starter
CUST0487,"Hartman, Romero and Smith",Media,Canada,25,Referral,2024-08-01,Growth
CUST0488,Williams-Hughes,Healthcare,Brazil,1,Outbound Sales,2024-10-01,Enterprise
CUST0489,King-Smith,Manufacturing,Singapore,1000,Paid Ads,2024-06-01,Starter
CUST0490,Cooper Ltd,Marketing,Canada,100,Partner,2024-05-01,Starter
CUST0491,"Fuller, Ingram and Moss",Media,Australia,5,Outbound Sales,2024-12-01,Starter
CUST0492,Anderson-Bell,EdTech,USA,50,Content Marketing,2024-11-01,Growth
CUST0493,Li-Thompson,SaaS/Tech,USA,5,Paid Ads,2024-10-01,Growth
CUST0494,"Marshall, Dominguez and Welch",SaaS/Tech,Singapore,25,Content Marketing,2025-03-01,Enterprise
CUST0495,Brown Group,Real Estate,Germany,1,Paid Ads,2024-03-01,Starter
CUST0496,Carter Inc,FinTech,Brazil,25,Partner,2024-05-01,Enterprise
CUST0497,Blackwell LLC,EdTech,France,25,Outbound Sales,2024-12-01,Growth
CUST0498,Robertson-Hays,Marketing,France,500,Outbound Sales,2024-11-01,Starter
CUST0499,"Kennedy, Johnson and Lucas",Marketing,Germany,100,Outbound Sales,2024-03-01,Growth
CUST0500,Kelly-Norman,Media,United Kingdom,500,Referral,2025-05-01,Enterprise
CUST0501,"Rivera, Martinez and Richardson",Real Estate,Australia,250,Organic Search,2024-12-01,Enterprise
CUST0502,Paul-Kline,EdTech,India,1,Referral,2024-10-01,Growth
CUST0503,Morgan-Lopez,SaaS/Tech,Netherlands,250,Referral,2024-04-01,Growth
CUST0504,"Jimenez, Glass and Stone",Real Estate,Canada,250,Outbound Sales,2025-01-01,Starter
CUST0505,Acosta Inc,Media,Singapore,100,Referral,2024-02-01,Enterprise
CUST0506,Morrison-Short,Media,Brazil,500,Paid Ads,2025-02-01,Growth
CUST0507,"Carter, Garcia and Murphy",Real Estate,India,10,Partner,2024-06-01,Growth
CUST0508,Parker-Morrison,Healthcare,Singapore,1,Outbound Sales,2025-10-01,Growth
CUST0509,Jackson-Wallace,FinTech,USA,1,Content Marketing,2024-07-01,Starter
CUST0510,Williams-Berg,EdTech,United Kingdom,10,Organic Search,2024-10-01,Starter
CUST0511,Mendez-Graham,Media,Australia,1,Outbound Sales,2024-12-01,Starter
CUST0512,"Whitney, Gould and Jones",SaaS/Tech,Brazil,500,Organic Search,2024-07-01,Growth
CUST0513,"Sullivan, Palmer and Brady",Logistics,France,1,Organic Search,2025-05-01,Starter
CUST0514,Cisneros and Sons,Marketing,Singapore,50,Organic Search,2024-11-01,Growth
CUST0515,"Gregory, Kim and Martinez",Manufacturing,India,5,Organic Search,2024-02-01,Growth
CUST0516,Osborne LLC,EdTech,Canada,1000,Referral,2024-03-01,Growth
CUST0517,Reyes-Bradley,Marketing,France,5,Referral,2025-05-01,Enterprise
CUST0518,"Hernandez, Cole and Watson",Media,Netherlands,25,Partner,2024-09-01,Enterprise
CUST0519,Hines-Berry,FinTech,USA,5,Content Marketing,2024-09-01,Starter
CUST0520,"Richardson, Edwards and Ramirez",Logistics,Brazil,1,Partner,2024-09-01,Starter
CUST0521,Johnson and Sons,Healthcare,United Kingdom,500,Content Marketing,2024-05-01,Starter
CUST0522,Holmes-Mcintyre,Real Estate,Netherlands,5,Outbound Sales,2024-09-01,Growth
CUST0523,Green LLC,EdTech,Canada,500,Referral,2024-09-01,Enterprise
CUST0524,"Griffin, Davies and Mitchell",FinTech,Germany,1000,Outbound Sales,2025-09-01,Starter
CUST0525,Gonzalez-Taylor,Healthcare,Australia,1,Paid Ads,2024-08-01,Growth
CUST0526,Hayes Ltd,Manufacturing,United Kingdom,50,Paid Ads,2024-05-01,Growth
CUST0527,Osborn-Cochran,SaaS/Tech,France,1000,Referral,2024-12-01,Growth
CUST0528,Contreras-Mckinney,Healthcare,United Kingdom,1000,Partner,2024-11-01,Starter
CUST0529,"Daniels, Vance and York",E-commerce,United Kingdom,250,Paid Ads,2024-04-01,Enterprise
CUST0530,"Mckinney, Graves and Thompson",Real Estate,Netherlands,250,Referral,2025-02-01,Enterprise
CUST0531,Hicks-Martinez,Marketing,Brazil,500,Paid Ads,2024-08-01,Starter
CUST0532,Conner and Sons,Manufacturing,France,10,Partner,2024-04-01,Starter
CUST0533,Johnson-Spencer,Manufacturing,United Kingdom,50,Paid Ads,2024-11-01,Growth
CUST0534,Mcdonald-Bird,FinTech,Germany,10,Content Marketing,2024-08-01,Growth
CUST0535,Salazar Inc,Healthcare,France,100,Referral,2024-01-01,Growth
CUST0536,Parker Ltd,E-commerce,Germany,500,Referral,2025-08-01,Starter
CUST0537,"Mendoza, Jenkins and Ortiz",FinTech,India,5,Paid Ads,2024-08-01,Growth
CUST0538,"Jones, Compton and Day",Logistics,Singapore,1000,Content Marketing,2024-08-01,Starter
CUST0539,Owens-Holmes,FinTech,Australia,1000,Organic Search,2024-09-01,Starter
CUST0540,Humphrey PLC,Real Estate,France,1,Referral,2025-01-01,Growth
CUST0541,"Matthews, Saunders and Anderson",FinTech,Singapore,25,Outbound Sales,2025-02-01,Starter
CUST0542,"Bartlett, Brown and Martinez",Manufacturing,India,10,Referral,2024-12-01,Growth
CUST0543,Torres and Sons,Media,India,5,Paid Ads,2024-01-01,Starter
CUST0544,Donovan-Perez,Manufacturing,Germany,500,Organic Search,2024-04-01,Starter
CUST0545,"Jacobson, Singleton and King",EdTech,Brazil,25,Content Marketing,2025-02-01,Starter
CUST0546,"Huber, Hill and Weber",Marketing,USA,250,Referral,2024-10-01,Starter
CUST0547,"Ferguson, Shaw and Jackson",Manufacturing,Australia,500,Referral,2024-09-01,Enterprise
CUST0548,"Moore, Hopkins and Le",SaaS/Tech,India,50,Referral,2025-01-01,Starter
CUST0549,"Morgan, Bradshaw and Williams",EdTech,Brazil,100,Paid Ads,2024-11-01,Growth
CUST0550,Miller Ltd,Real Estate,Germany,500,Outbound Sales,2025-03-01,Enterprise
CUST0551,"Baker, Clark and Armstrong",Real Estate,France,50,Content Marketing,2024-10-01,Growth
CUST0552,"Fowler, Jimenez and Burton",SaaS/Tech,Canada,1000,Paid Ads,2024-09-01,Starter
CUST0553,May-Turner,Logistics,USA,500,Partner,2024-09-01,Growth
CUST0554,Ballard Ltd,Marketing,United Kingdom,250,Partner,2024-12-01,Starter
CUST0555,Evans-Jones,Marketing,Canada,50,Partner,2025-03-01,Growth
CUST0556,Moore Group,Manufacturing,France,5,Content Marketing,2024-09-01,Starter
CUST0557,Marshall-Peterson,Media,Netherlands,250,Outbound Sales,2025-06-01,Enterprise
CUST0558,Edwards Ltd,Manufacturing,Singapore,1,Referral,2024-08-01,Growth
CUST0559,Gross-Valencia,Logistics,Netherlands,5,Organic Search,2025-08-01,Growth
CUST0560,Anderson-Wood,Real Estate,India,1,Outbound Sales,2024-04-01,Growth
CUST0561,"Rodriguez, Allen and Martinez",Manufacturing,Australia,250,Organic Search,2024-07-01,Enterprise
CUST0562,Wright-Davis,Marketing,Canada,1000,Partner,2024-02-01,Starter
CUST0563,Dougherty-Lin,SaaS/Tech,Netherlands,25,Content Marketing,2024-03-01,Growth
CUST0564,Wright-Grimes,Media,Netherlands,1000,Paid Ads,2025-01-01,Starter
CUST0565,Li PLC,E-commerce,Brazil,5,Referral,2024-10-01,Starter
CUST0566,"Edwards, Hines and Jimenez",FinTech,United Kingdom,10,Referral,2025-02-01,Starter
CUST0567,"Owens, Koch and Jimenez",Media,Canada,1000,Content Marketing,2024-08-01,Starter
CUST0568,Landry PLC,FinTech,Brazil,500,Referral,2024-03-01,Starter
CUST0569,Levy-Lewis,E-commerce,United Kingdom,1,Referral,2024-08-01,Starter
CUST0570,Williams-Campbell,Healthcare,Canada,1000,Paid Ads,2025-05-01,Growth
CUST0571,"Khan, Pena and Ruiz",Real Estate,Singapore,250,Content Marketing,2024-06-01,Growth
CUST0572,"Smith, Rodriguez and Anderson",Manufacturing,India,10,Partner,2024-10-01,Starter
CUST0573,Luna-Gallagher,Manufacturing,USA,25,Content Marketing,2024-12-01,Growth
CUST0574,Williams-Williams,Manufacturing,USA,25,Paid Ads,2024-06-01,Growth
CUST0575,"Lee, Tran and Jones",FinTech,Netherlands,5,Outbound Sales,2025-03-01,Starter
CUST0576,"Cole, Pierce and Bryan",Real Estate,Canada,500,Organic Search,2024-08-01,Starter
CUST0577,"Becker, Wilson and Hester",Media,Singapore,100,Outbound Sales,2025-03-01,Starter
CUST0578,Brooks-Hatfield,Manufacturing,Netherlands,5,Referral,2025-03-01,Starter
CUST0579,"Mcmillan, Fischer and Gonzalez",Media,Netherlands,10,Partner,2024-05-01,Starter
CUST0580,"Morales, Williams and Williams",Marketing,Netherlands,5,Partner,2025-01-01,Growth
CUST0581,"Cook, Wells and Bryant",FinTech,Canada,50,Organic Search,2024-03-01,Starter
CUST0582,"Barry, Taylor and Velazquez",Healthcare,Singapore,250,Content Marketing,2024-04-01,Starter
CUST0583,Martin-Ewing,SaaS/Tech,France,250,Paid Ads,2024-10-01,Growth
CUST0584,"Kirby, Wheeler and Romero",Logistics,India,1000,Paid Ads,2025-06-01,Growth
CUST0585,"Patel, Erickson and Evans",Healthcare,India,100,Content Marketing,2024-12-01,Growth
CUST0586,Richardson Ltd,Real Estate,USA,500,Paid Ads,2024-06-01,Growth
CUST0587,Whitney PLC,Manufacturing,Singapore,1000,Partner,2024-02-01,Starter
CUST0588,Robles-Swanson,Media,France,500,Content Marketing,2025-01-01,Growth
CUST0589,"Soto, Carlson and Baker",SaaS/Tech,USA,25,Referral,2024-10-01,Starter
CUST0590,"Patton, Parsons and Lane",EdTech,Singapore,50,Paid Ads,2024-10-01,Starter
CUST0591,"Williams, Castillo and Warren",SaaS/Tech,Brazil,1000,Outbound Sales,2024-12-01,Growth
CUST0592,"Harvey, Randall and Hernandez",FinTech,Germany,1000,Referral,2025-03-01,Starter
CUST0593,"Allen, Armstrong and Graves",E-commerce,Brazil,1000,Paid Ads,2024-09-01,Growth
CUST0594,Smith LLC,FinTech,Canada,50,Organic Search,2025-07-01,Enterprise
CUST0595,Hernandez-Vaughn,Real Estate,United Kingdom,500,Organic Search,2024-06-01,Starter
CUST0596,Shaw-Carr,EdTech,Canada,100,Partner,2024-02-01,Growth
CUST0597,Salas-Fitzgerald,Manufacturing,India,10,Paid Ads,2025-05-01,Growth
CUST0598,Thornton PLC,E-commerce,Netherlands,100,Outbound Sales,2024-04-01,Enterprise
CUST0599,Hoffman Ltd,Logistics,India,100,Partner,2024-10-01,Starter
CUST0600,Fox-Edwards,SaaS/Tech,Germany,1000,Partner,2025-06-01,Starter
